domain|cc|testID
www.voazimbabwe.com|ZW|a766fcfa-1283-4e81-beaa-86e1b8e247f1
www.southerneye.co.zw|ZW|d029e103-9f11-4076-a4c7-267d56012784
www.voandebele.com|ZW|ace64370-5bdb-47d4-8f09-d97f31d1ecca
www.bizday.co.zw|ZW|cd0772f4-607b-462b-b0ef-14f608a6d7a5
www.zimbabwenews.net|ZW|5b2d7798-ad37-44f9-9f71-b7257a93744d
www.techzim.co.zw|ZW|8c537841-0181-406d-929e-8eb8b1ca4305
www.southerneye.co.zw|ZW|79a201e8-4879-430b-a51f-9d2f13b74100
www.southerneye.co.zw|ZW|5bedbfa6-fc16-4944-8333-d2758141e57b
www.herald.co.zw|ZW|12892ad1-4588-4ca5-a00d-e15cb84fd8e9
www.southerneye.co.zw|ZW|0738fa45-a0c7-4b87-b12e-d0b9e4d83c22
www.zimbabwesituation.com|ZW|4913a309-1c67-4777-9e2e-3075c550a432
www.bizday.co.zw|ZW|8ef3cf4a-b36e-4609-8449-4b75a57634fa
www.technomag.co.zw|ZW|67f97374-578c-43be-b2cd-67be042b81e1
www.herald.co.zw|ZW|183351f6-bf4d-4f31-af0f-102163783fd5
www.herald.co.zw|ZW|f4dd9c5f-0312-4358-8bba-2d0493ca7276
randburgsun.co.za|ZA|e7c8fa3f-4fca-4819-8793-e6972d800bc4
germistoncitynews.co.za|ZA|dcae9a98-8c87-4a32-9c9d-2cd2ea56c0c3
www.heraldlive.co.za|ZA|baff2ef5-3f06-4229-b21c-1d754303ea3f
highwaymail.co.za|ZA|57af3c6e-a7b9-404e-b569-35de32af1dcb
randburgsun.co.za|ZA|5586b76b-762c-405a-837b-24bea3a883dc
lowvelder.co.za|ZA|796b4bd8-760d-4774-8515-c407e89610c4
ladysmithgazette.co.za|ZA|09d7c0b4-7dc2-4345-940d-7c4072573253
www.dailymaverick.co.za|ZA|9ef890b1-183d-4f46-984b-b6895179915f
northcliffmelvilletimes.co.za|ZA|67e2c590-40f6-435b-bdda-894765e72c8d
kemptonexpress.co.za|ZA|3cf2703b-ad58-4321-863c-f3348a812a51
www.kwevoel.co.za|ZA|3aea350d-a71c-42fa-98c4-fe77ada97d18
kemptonexpress.co.za|ZA|1ef5f23d-1877-47be-b005-b3606740aa9a
northeasterntribune.co.za|ZA|eeef2294-065e-4e65-9d24-b784bde9a402
