domain|cc|testID
www.voazimbabwe.com|ZW|ffee806b-121a-4c34-95a7-5872de12ffe0
www.southerneye.co.zw|ZW|15fa954a-d0f0-4979-92b0-f6fe6ffdf758
www.voandebele.com|ZW|6ec52ee4-dcef-4150-a1ec-88bdbd93795a
www.bizday.co.zw|ZW|e62f7e4a-11e9-4a5d-9b90-8dd791294a05
www.zimbabwenews.net|ZW|e908de39-951e-4a7f-b9cb-4db931c8cd6a
www.techzim.co.zw|ZW|0a9a6682-c1e8-4a64-bb92-2c2833f07779
www.southerneye.co.zw|ZW|df0b114c-5025-4359-9073-4042e052e232
www.southerneye.co.zw|ZW|fa9473b6-1702-47cd-a8e5-e1f734ec762e
www.herald.co.zw|ZW|b191bb2f-6b83-456a-991e-d26ca6df17f9
www.southerneye.co.zw|ZW|dd721368-ccb8-41c4-be3a-c8ec6288234d
www.zimbabwesituation.com|ZW|9f31b09f-dbd4-4fdd-87d9-85fed3d5cc3b
www.bizday.co.zw|ZW|776eb185-88e1-4d2e-b7ff-80ea9ae4743b
www.technomag.co.zw|ZW|eff960ff-0185-4225-9fca-c03fa92e6a0b
www.herald.co.zw|ZW|0f5fcdfb-1e01-403d-a8e7-e3a6cff0b375
www.herald.co.zw|ZW|85684fb8-2fd2-4696-b486-80c9691f3bca
randburgsun.co.za|ZA|d24b0d9b-83d5-4acb-9eef-d11747bb7096
germistoncitynews.co.za|ZA|c7377233-c051-49fb-9a8f-0144ab890032
www.heraldlive.co.za|ZA|a7c48433-7264-44ec-8598-f2d6f5d6c22d
highwaymail.co.za|ZA|b6f42596-c22a-44fb-a1a7-ebf6c50607c9
randburgsun.co.za|ZA|eb76ebe4-a741-4f55-bcc3-33d829f24302
lowvelder.co.za|ZA|ba322bed-b1fe-4453-945a-3ad0f8061c2b
ladysmithgazette.co.za|ZA|cf6f2b73-c0fd-493a-9c05-b0bffdf83c0d
www.dailymaverick.co.za|ZA|b56789a6-d850-4920-ba13-7469924e75d3
northcliffmelvilletimes.co.za|ZA|cf5a183f-660c-4c67-ae3d-a7dd74658196
kemptonexpress.co.za|ZA|e6ac2cbe-7432-49a3-9bc1-6da153eeb51b
www.kwevoel.co.za|ZA|84a37bbc-0574-436e-95e0-1d93c62ad4bd
kemptonexpress.co.za|ZA|6d4b6a92-64c4-48d5-adf8-fcc200788bf0
northeasterntribune.co.za|ZA|35e31faa-9f94-4d11-a52c-875194e64226
southcoastsun.co.za|ZA|4e32e669-6350-4026-8841-8678319c97ae
risingsunchatsworth.co.za|ZA|b7c3fa98-d7d0-414b-a5c9-34eedcda50fa
guineenews.org|GQ|add79473-6a60-4e96-9ba9-5d346ede8d4c
guineenews.org|GQ|3b203a4d-96fb-4725-b731-e53c330face1
aminata.com|GQ|60063b78-ae4a-4685-b917-bca8200c764f
guineenews.org|GQ|8657158a-2286-426e-940b-c488b21668cf
guineenews.org|GQ|489f2e84-f714-4520-a921-a2b387d4505d
www.guinee7.com|GQ|18e89472-3635-41f7-9d64-81289a262ebe
aminata.com|GQ|2a1bdf32-7b78-4584-b45b-39e9fa324067
aminata.com|GQ|a0b80653-d73d-4908-b5cf-2f3092a8680f
guineenews.org|GQ|d71b13ce-f835-470e-8611-8f413bedfdae
aminata.com|GQ|116bfcb0-9d7e-45ea-b486-fb3f087aba97
aminata.com|GQ|10d566f2-ffce-4507-8699-eb8feb47ed5c
www.guinee7.com|GQ|76189a00-030b-45a2-be90-ff7b7f2e2a6d
guineenews.org|GQ|227cf455-7916-4523-8aa4-38973a27ffab
guineenews.org|GQ|6e5d917c-114a-40c4-8697-effdb79e447e
aminata.com|GQ|33c61707-ade7-4782-8cf7-93026bfb9e14
www.ondoevents.com|NG|f7dba528-5781-40e4-9e3e-d3534e64787c
www.nan.ng|NG|a5c9bccf-3da3-4d48-b53d-12fa8e7ec2ae
flashpointnews.wordpress.com|NG|7ffa35c6-f406-4474-adb3-39d46dbc5147
worldstagegroup.com|NG|5947119a-f640-49ba-85c1-157ed32bd3c6
dailystar.com.ng|NG|4d99ea94-47ad-43da-b949-def1db309931
worldstagegroup.com|NG|08439421-5802-48be-a2e0-aac9068fac18
dailypost.ng|NG|b7247f1d-d12c-4694-b04d-2da47b804b09
thenationonlineng.net|NG|04bd1ea8-a33c-494b-a521-c6bb4bb14371
worldstagegroup.com|NG|4f086052-54db-416c-91c9-b99817160574
www.peoplesdailyng.com|NG|ea4bbbf6-124d-4645-bf4d-15281955e007
thenationonlineng.net|NG|b229ba5c-02b0-417d-8feb-18201c07afca
www.latestnigeriannews.com|NG|87fa86af-6788-4cf5-9237-8a3f7c9731a5
www.thebreakingtimes.com|NG|263b7e1f-b695-4412-acd0-4aa411d3f350
www.peoplesdailyng.com|NG|0393d340-f129-4482-be66-8e85244fdcab
www.dailytrust.com.ng|NG|dc2aa5fd-1808-42b4-b161-3205b6124c6c
www.standardmedia.co.ke|KE|0bbd98fd-3ec3-4502-bef5-95325583c3cd
www.kenya-today.com|KE|b5ecc377-131b-4f0e-a087-d93b655682b8
www.theeastafrican.co.ke|KE|36bfda9a-0a95-4bb4-b959-2d8fa04c2c8a
buzzkenya.com|KE|0bdedcc7-53de-4560-a1bd-a61e974fa21b
buzzkenya.com|KE|c85889b9-25e6-4817-bb9f-06c94563f18f
www.kbc.co.ke|KE|3f6e412a-c318-4316-96a3-377939023761
www.theeastafrican.co.ke|KE|c33652cc-e293-4fff-a72a-ef7600949f6a
www.businessdailyafrica.com|KE|94d4b7e8-d51f-4c60-93d3-8c9fe4e47ebf
www.theeastafrican.co.ke|KE|9466993e-82a8-447a-9403-e69408a7beb8
www.kbc.co.ke|KE|15b98e24-bdfa-4269-878e-e8813aa68157
