"cc3","cc","domain",rtt,remote
"AGO","AO","angolanas.net",382,1
"AGO","AO","angolanas.net",276,1
"AGO","AO","angolanas.net",274,1
"AGO","AO","angolanas.net",376,1
"AGO","AO","angolanas.net",270,1
"AGO","AO","angolanas.net",269,1
"AGO","AO","angolanas.net",372,1
"AGO","AO","angolanas.net",260,1
"AGO","AO","angolanas.net",269,1
"AGO","AO","angolanas.net",372,1
"AGO","AO","angolanas.net",261,1
"AGO","AO","angolanas.net",269,1
"AGO","AO","angolanas.net",371,1
"AGO","AO","angolanas.net",261,1
"AGO","AO","angolanas.net",292,1
"AGO","AO","economiaemercado.sapo.ao",276,1
"AGO","AO","economiaemercado.sapo.ao",136,1
"AGO","AO","economiaemercado.sapo.ao",174,1
"AGO","AO","economiaemercado.sapo.ao",293,1
"AGO","AO","economiaemercado.sapo.ao",137,1
"AGO","AO","economiaemercado.sapo.ao",174,1
"AGO","AO","economiaemercado.sapo.ao",275,1
"AGO","AO","economiaemercado.sapo.ao",131,1
"AGO","AO","economiaemercado.sapo.ao",174,1
"AGO","AO","economiaemercado.sapo.ao",275,1
"AGO","AO","economiaemercado.sapo.ao",131,1
"AGO","AO","economiaemercado.sapo.ao",173,1
"AGO","AO","economiaemercado.sapo.ao",274,1
"AGO","AO","economiaemercado.sapo.ao",131,1
"AGO","AO","economiaemercado.sapo.ao",197,1
"AGO","AO","jornaldeangola.sapo.ao",276,1
"AGO","AO","jornaldeangola.sapo.ao",136,1
"AGO","AO","jornaldeangola.sapo.ao",174,1
"AGO","AO","jornaldeangola.sapo.ao",307,1
"AGO","AO","jornaldeangola.sapo.ao",173,1
"AGO","AO","jornaldeangola.sapo.ao",275,1
"AGO","AO","jornaldeangola.sapo.ao",130,1
"AGO","AO","jornaldeangola.sapo.ao",173,1
"AGO","AO","jornaldeangola.sapo.ao",275,1
"AGO","AO","jornaldeangola.sapo.ao",131,1
"AGO","AO","jornaldeangola.sapo.ao",173,1
"AGO","AO","jornaldeangola.sapo.ao",274,1
"AGO","AO","jornaldeangola.sapo.ao",131,1
"AGO","AO","jornaldeangola.sapo.ao",197,1
"AGO","AO","jornaldeeconomia.sapo.ao",275,1
"AGO","AO","jornaldeeconomia.sapo.ao",136,1
"AGO","AO","jornaldeeconomia.sapo.ao",174,1
"AGO","AO","jornaldeeconomia.sapo.ao",307,1
"AGO","AO","jornaldeeconomia.sapo.ao",174,1
"AGO","AO","jornaldeeconomia.sapo.ao",275,1
"AGO","AO","jornaldeeconomia.sapo.ao",131,1
"AGO","AO","jornaldeeconomia.sapo.ao",173,1
"AGO","AO","jornaldeeconomia.sapo.ao",275,1
"AGO","AO","jornaldeeconomia.sapo.ao",131,1
"AGO","AO","jornaldeeconomia.sapo.ao",173,1
"AGO","AO","jornaldeeconomia.sapo.ao",274,1
"AGO","AO","jornaldeeconomia.sapo.ao",131,1
"AGO","AO","jornaldeeconomia.sapo.ao",197,1
"AGO","AO","jornaldosdesportos.sapo.ao",275,1
"AGO","AO","jornaldosdesportos.sapo.ao",136,1
"AGO","AO","jornaldosdesportos.sapo.ao",174,1
"AGO","AO","jornaldosdesportos.sapo.ao",319,1
"AGO","AO","jornaldosdesportos.sapo.ao",176,1
"AGO","AO","jornaldosdesportos.sapo.ao",275,1
"AGO","AO","jornaldosdesportos.sapo.ao",130,1
"AGO","AO","jornaldosdesportos.sapo.ao",173,1
"AGO","AO","jornaldosdesportos.sapo.ao",275,1
"AGO","AO","jornaldosdesportos.sapo.ao",130,1
"AGO","AO","jornaldosdesportos.sapo.ao",173,1
"AGO","AO","jornaldosdesportos.sapo.ao",274,1
"AGO","AO","jornaldosdesportos.sapo.ao",130,1
"AGO","AO","jornaldosdesportos.sapo.ao",197,1
"AGO","AO","jornalf8.net",264,1
"AGO","AO","jornalf8.net",108,1
"AGO","AO","jornalf8.net",107,1
"AGO","AO","jornalf8.net",264,1
"AGO","AO","jornalf8.net",108,1
"AGO","AO","jornalf8.net",107,1
"AGO","AO","jornalf8.net",264,1
"AGO","AO","jornalf8.net",108,1
"AGO","AO","jornalf8.net",107,1
"AGO","AO","jornalf8.net",268,1
"AGO","AO","jornalf8.net",132,1
"AGO","AO","jornalf8.net",107,1
"AGO","AO","novagazeta.co.ao",282,1
"AGO","AO","novagazeta.co.ao",104,1
"AGO","AO","novagazeta.co.ao",102,1
"AGO","AO","novagazeta.co.ao",282,1
"AGO","AO","novagazeta.co.ao",103,1
"AGO","AO","novagazeta.co.ao",277,1
"AGO","AO","novagazeta.co.ao",103,1
"AGO","AO","novagazeta.co.ao",102,1
"AGO","AO","novagazeta.co.ao",277,1
"AGO","AO","novagazeta.co.ao",104,1
"AGO","AO","novagazeta.co.ao",102,1
"AGO","AO","novagazeta.co.ao",276,1
"AGO","AO","novagazeta.co.ao",104,1
"AGO","AO","novagazeta.co.ao",127,1
"AGO","AO","opais.co.ao",74,1
"AGO","AO","opais.co.ao",2,1
"AGO","AO","opais.co.ao",1,1
"AGO","AO","opais.co.ao",73,1
"AGO","AO","opais.co.ao",1,1
"AGO","AO","opais.co.ao",74,1
"AGO","AO","opais.co.ao",2,1
"AGO","AO","opais.co.ao",1,1
"AGO","AO","opais.co.ao",74,1
"AGO","AO","opais.co.ao",2,1
"AGO","AO","opais.co.ao",1,1
"AGO","AO","opais.co.ao",73,1
"AGO","AO","opais.co.ao",2,1
"AGO","AO","opais.co.ao",1,1
"AGO","AO","radiodespertarangola.net",322,1
"AGO","AO","radiodespertarangola.net",238,1
"AGO","AO","radiodespertarangola.net",236,1
"AGO","AO","radiodespertarangola.net",322,1
"AGO","AO","radiodespertarangola.net",236,1
"AGO","AO","radiodespertarangola.net",317,1
"AGO","AO","radiodespertarangola.net",241,1
"AGO","AO","radiodespertarangola.net",236,1
"AGO","AO","radiodespertarangola.net",317,1
"AGO","AO","radiodespertarangola.net",241,1
"AGO","AO","radiodespertarangola.net",236,1
"AGO","AO","radiodespertarangola.net",317,1
"AGO","AO","radiodespertarangola.net",265,1
"AGO","AO","radiodespertarangola.net",260,1
"AGO","AO","tpa.sapo.ao",275,1
"AGO","AO","tpa.sapo.ao",136,1
"AGO","AO","tpa.sapo.ao",174,1
"AGO","AO","tpa.sapo.ao",334,1
"AGO","AO","tpa.sapo.ao",174,1
"AGO","AO","tpa.sapo.ao",275,1
"AGO","AO","tpa.sapo.ao",131,1
"AGO","AO","tpa.sapo.ao",173,1
"AGO","AO","tpa.sapo.ao",275,1
"AGO","AO","tpa.sapo.ao",131,1
"AGO","AO","tpa.sapo.ao",173,1
"AGO","AO","tpa.sapo.ao",274,1
"AGO","AO","tpa.sapo.ao",131,1
"AGO","AO","tpa.sapo.ao",198,1
"AGO","AO","www.africa21digital.com",476,1
"AGO","AO","www.africa21digital.com",370,1
"AGO","AO","www.africa21digital.com",366,1
"AGO","AO","www.africa21digital.com",476,1
"AGO","AO","www.africa21digital.com",366,1
"AGO","AO","www.africa21digital.com",472,1
"AGO","AO","www.africa21digital.com",376,1
"AGO","AO","www.africa21digital.com",366,1
"AGO","AO","www.africa21digital.com",472,1
"AGO","AO","www.africa21digital.com",376,1
"AGO","AO","www.africa21digital.com",366,1
"AGO","AO","www.africa21digital.com",471,1
"AGO","AO","www.africa21digital.com",424,1
"AGO","AO","www.africa21digital.com",366,1
"AGO","AO","www.africatoday.co.ao",244,1
"AGO","AO","www.africatoday.co.ao",147,1
"AGO","AO","www.africatoday.co.ao",149,1
"AGO","AO","www.africatoday.co.ao",244,1
"AGO","AO","www.africatoday.co.ao",146,1
"AGO","AO","www.africatoday.co.ao",235,1
"AGO","AO","www.africatoday.co.ao",141,1
"AGO","AO","www.africatoday.co.ao",140,1
"AGO","AO","www.africatoday.co.ao",235,1
"AGO","AO","www.africatoday.co.ao",141,1
"AGO","AO","www.africatoday.co.ao",140,1
"AGO","AO","www.africatoday.co.ao",235,1
"AGO","AO","www.africatoday.co.ao",141,1
"AGO","AO","www.africatoday.co.ao",164,1
"AGO","AO","www.angola24horas.com",435,1
"AGO","AO","www.angola24horas.com",336,1
"AGO","AO","www.angola24horas.com",340,1
"AGO","AO","www.angola24horas.com",437,1
"AGO","AO","www.angola24horas.com",337,1
"AGO","AO","www.angola24horas.com",431,1
"AGO","AO","www.angola24horas.com",326,1
"AGO","AO","www.angola24horas.com",336,1
"AGO","AO","www.angola24horas.com",424,1
"AGO","AO","www.angola24horas.com",334,1
"AGO","AO","www.angola24horas.com",328,1
"AGO","AO","www.angola24horas.com",423,1
"AGO","AO","www.angola24horas.com",374,1
"AGO","AO","www.angola24horas.com",383,1
"AGO","AO","www.angolaglobal.net",220,1
"AGO","AO","www.angolaglobal.net",313,1
"AGO","AO","www.angolaglobal.net",143,1
"AGO","AO","www.angolaglobal.net",306,1
"AGO","AO","www.angolaglobal.net",141,1
"AGO","AO","www.angolaglobal.net",146,1
"AGO","AO","www.angolaglobal.net",246,1
"AGO","AO","www.angonoticias.com",271,1
"AGO","AO","www.angonoticias.com",104,1
"AGO","AO","www.angonoticias.com",103,1
"AGO","AO","www.angonoticias.com",271,1
"AGO","AO","www.angonoticias.com",103,1
"AGO","AO","www.angonoticias.com",271,1
"AGO","AO","www.angonoticias.com",104,1
"AGO","AO","www.angonoticias.com",103,1
"AGO","AO","www.angonoticias.com",271,1
"AGO","AO","www.angonoticias.com",104,1
"AGO","AO","www.angonoticias.com",102,1
"AGO","AO","www.angonoticias.com",271,1
"AGO","AO","www.angonoticias.com",151,1
"AGO","AO","www.angonoticias.com",126,1
"AGO","AO","www.club-k.net",73,1
"AGO","AO","www.club-k.net",2,1
"AGO","AO","www.club-k.net",1,1
"AGO","AO","www.club-k.net",73,1
"AGO","AO","www.club-k.net",1,1
"AGO","AO","www.club-k.net",74,1
"AGO","AO","www.club-k.net",2,1
"AGO","AO","www.club-k.net",1,1
"AGO","AO","www.club-k.net",74,1
"AGO","AO","www.club-k.net",2,1
"AGO","AO","www.club-k.net",1,1
"AGO","AO","www.club-k.net",73,1
"AGO","AO","www.club-k.net",2,1
"AGO","AO","www.club-k.net",1,1
"AGO","AO","www.ibinda.com",266,1
"AGO","AO","www.ibinda.com",131,1
"AGO","AO","www.ibinda.com",129,1
"AGO","AO","www.ibinda.com",267,1
"AGO","AO","www.ibinda.com",102,1
"AGO","AO","www.ibinda.com",262,1
"AGO","AO","www.ibinda.com",104,1
"AGO","AO","www.ibinda.com",102,1
"AGO","AO","www.ibinda.com",262,1
"AGO","AO","www.ibinda.com",104,1
"AGO","AO","www.ibinda.com",102,1
"AGO","AO","www.ibinda.com",262,1
"AGO","AO","www.ibinda.com",127,1
"AGO","AO","www.ibinda.com",126,1
"AGO","AO","www.mercado.co.ao",264,1
"AGO","AO","www.mercado.co.ao",107,1
"AGO","AO","www.mercado.co.ao",103,1
"AGO","AO","www.mercado.co.ao",264,1
"AGO","AO","www.mercado.co.ao",102,1
"AGO","AO","www.mercado.co.ao",266,1
"AGO","AO","www.mercado.co.ao",104,1
"AGO","AO","www.mercado.co.ao",102,1
"AGO","AO","www.mercado.co.ao",253,1
"AGO","AO","www.mercado.co.ao",104,1
"AGO","AO","www.mercado.co.ao",103,1
"AGO","AO","www.mercado.co.ao",253,1
"AGO","AO","www.mercado.co.ao",104,1
"AGO","AO","www.mercado.co.ao",126,1
"AGO","AO","www.portalangop.co.ao",357,0
"AGO","AO","www.portalangop.co.ao",4,0
"AGO","AO","www.portalangop.co.ao",2,0
"AGO","AO","www.portalangop.co.ao",362,0
"AGO","AO","www.portalangop.co.ao",2,0
"AGO","AO","www.portalangop.co.ao",363,0
"AGO","AO","www.portalangop.co.ao",4,0
"AGO","AO","www.portalangop.co.ao",2,0
"AGO","AO","www.portalangop.co.ao",363,0
"AGO","AO","www.portalangop.co.ao",4,0
"AGO","AO","www.portalangop.co.ao",4,0
"AGO","AO","www.portalangop.co.ao",357,0
"AGO","AO","www.portalangop.co.ao",3,0
"AGO","AO","www.portalangop.co.ao",2,0
"AGO","AO","www.portaldeangola.com",73,1
"AGO","AO","www.portaldeangola.com",2,1
"AGO","AO","www.portaldeangola.com",1,1
"AGO","AO","www.portaldeangola.com",73,1
"AGO","AO","www.portaldeangola.com",1,1
"AGO","AO","www.portaldeangola.com",74,1
"AGO","AO","www.portaldeangola.com",2,1
"AGO","AO","www.portaldeangola.com",1,1
"AGO","AO","www.portaldeangola.com",74,1
"AGO","AO","www.portaldeangola.com",2,1
"AGO","AO","www.portaldeangola.com",1,1
"AGO","AO","www.portaldeangola.com",73,1
"AGO","AO","www.portaldeangola.com",2,1
"AGO","AO","www.portaldeangola.com",1,1
"AGO","AO","www.radioecclesia.org",230,1
"AGO","AO","www.radioecclesia.org",148,1
"AGO","AO","www.radioecclesia.org",148,1
"AGO","AO","www.radioecclesia.org",230,1
"AGO","AO","www.radioecclesia.org",147,1
"AGO","AO","www.radioecclesia.org",231,1
"AGO","AO","www.radioecclesia.org",147,1
"AGO","AO","www.radioecclesia.org",147,1
"AGO","AO","www.radioecclesia.org",231,1
"AGO","AO","www.radioecclesia.org",147,1
"AGO","AO","www.radioecclesia.org",159,1
"AGO","AO","www.radioecclesia.org",230,1
"AGO","AO","www.radioecclesia.org",195,1
"AGO","AO","www.radioecclesia.org",146,1
"AGO","AO","www.redeangola.info",327,1
"AGO","AO","www.redeangola.info",205,1
"AGO","AO","www.redeangola.info",202,1
"AGO","AO","www.redeangola.info",308,1
"AGO","AO","www.redeangola.info",202,1
"AGO","AO","www.redeangola.info",323,1
"AGO","AO","www.redeangola.info",215,1
"AGO","AO","www.redeangola.info",201,1
"AGO","AO","www.redeangola.info",323,1
"AGO","AO","www.redeangola.info",214,1
"AGO","AO","www.redeangola.info",204,1
"AGO","AO","www.redeangola.info",322,1
"AGO","AO","www.redeangola.info",262,1
"AGO","AO","www.redeangola.info",250,1
"AGO","AO","www.rna.ao",346,1
"AGO","AO","www.rna.ao",265,1
"AGO","AO","www.rna.ao",260,1
"AGO","AO","www.rna.ao",351,1
"AGO","AO","www.rna.ao",260,1
"AGO","AO","www.rna.ao",347,1
"AGO","AO","www.rna.ao",262,1
"AGO","AO","www.rna.ao",261,1
"AGO","AO","www.rna.ao",347,1
"AGO","AO","www.rna.ao",262,1
"AGO","AO","www.rna.ao",261,1
"AGO","AO","www.rna.ao",346,1
"AGO","AO","www.rna.ao",286,1
"AGO","AO","www.rna.ao",261,1
"AGO","AO","www.rumo.co.ao",253,1
"AGO","AO","www.rumo.co.ao",104,1
"AGO","AO","www.rumo.co.ao",103,1
"AGO","AO","www.rumo.co.ao",268,1
"AGO","AO","www.rumo.co.ao",102,1
"AGO","AO","www.rumo.co.ao",253,1
"AGO","AO","www.rumo.co.ao",104,1
"AGO","AO","www.rumo.co.ao",102,1
"AGO","AO","www.rumo.co.ao",253,1
"AGO","AO","www.rumo.co.ao",104,1
"AGO","AO","www.rumo.co.ao",102,1
"AGO","AO","www.rumo.co.ao",253,1
"AGO","AO","www.rumo.co.ao",104,1
"AGO","AO","www.rumo.co.ao",150,1
"AGO","AO","www.sapo.ao",266,1
"AGO","AO","www.sapo.ao",139,1
"AGO","AO","www.sapo.ao",168,1
"AGO","AO","www.sapo.ao",266,1
"AGO","AO","www.sapo.ao",168,1
"AGO","AO","www.sapo.ao",262,1
"AGO","AO","www.sapo.ao",136,1
"AGO","AO","www.sapo.ao",168,1
"AGO","AO","www.sapo.ao",262,1
"AGO","AO","www.sapo.ao",136,1
"AGO","AO","www.sapo.ao",175,1
"AGO","AO","www.sapo.ao",261,1
"AGO","AO","www.sapo.ao",136,1
"AGO","AO","www.sapo.ao",193,1
"AGO","AO","www.voaportugues.com",58,1
"AGO","AO","www.voaportugues.com",54,1
"AGO","AO","www.voaportugues.com",53,1
"AGO","AO","www.voaportugues.com",58,1
"AGO","AO","www.voaportugues.com",59,1
"AGO","AO","www.voaportugues.com",58,1
"AGO","AO","www.voaportugues.com",59,1
"AGO","AO","www.voaportugues.com",54,1
"AGO","AO","www.voaportugues.com",53,1
"AGO","AO","www.voaportugues.com",58,1
"AGO","AO","www.voaportugues.com",55,1
"AGO","AO","www.voaportugues.com",53,1
"BDI","BI","abpinfos.gov.bi",187,1
"BDI","BI","abpinfos.gov.bi",185,1
"BDI","BI","abpinfos.gov.bi",193,1
"BDI","BI","abpinfos.gov.bi",235,1
"BDI","BI","abpinfos.gov.bi",194,1
"BDI","BI","abpinfos.gov.bi",335,1
"BDI","BI","abpinfos.gov.bi",194,1
"BDI","BI","abpinfos.gov.bi",275,1
"BDI","BI","burundi-24.com",171,1
"BDI","BI","burundi-24.com",167,1
"BDI","BI","burundi-24.com",186,1
"BDI","BI","burundi-24.com",207,1
"BDI","BI","burundi-24.com",186,1
"BDI","BI","burundi-24.com",286,1
"BDI","BI","burundi-24.com",186,1
"BDI","BI","burundi-24.com",189,1
"BDI","BI","ppbdi.com",267,1
"BDI","BI","ppbdi.com",269,1
"BDI","BI","ppbdi.com",285,1
"BDI","BI","ppbdi.com",295,1
"BDI","BI","ppbdi.com",284,1
"BDI","BI","ppbdi.com",338,1
"BDI","BI","ppbdi.com",285,1
"BDI","BI","ppbdi.com",465,1
"BDI","BI","www.bonesha.bi",172,1
"BDI","BI","www.bonesha.bi",195,1
"BDI","BI","www.bonesha.bi",170,1
"BDI","BI","www.bonesha.bi",170,1
"BDI","BI","www.bonesha.bi",200,1
"BDI","BI","www.bonesha.bi",171,1
"BDI","BI","www.bonesha.bi",199,1
"BDI","BI","www.bonesha.bi",172,1
"BDI","BI","www.bonesha.bi",254,1
"BDI","BI","www.bujumbura.be",176,1
"BDI","BI","www.bujumbura.be",225,1
"BDI","BI","www.bujumbura.be",174,1
"BDI","BI","www.bujumbura.be",186,1
"BDI","BI","www.bujumbura.be",224,1
"BDI","BI","www.bujumbura.be",183,1
"BDI","BI","www.bujumbura.be",225,1
"BDI","BI","www.bujumbura.be",183,1
"BDI","BI","www.bujumbura.be",213,1
"BDI","BI","www.burundi.gov.bi",188,1
"BDI","BI","www.burundi.gov.bi",233,1
"BDI","BI","www.burundi.gov.bi",185,1
"BDI","BI","www.burundi.gov.bi",193,1
"BDI","BI","www.burundi.gov.bi",231,1
"BDI","BI","www.burundi.gov.bi",194,1
"BDI","BI","www.burundi.gov.bi",237,1
"BDI","BI","www.burundi.gov.bi",194,1
"BDI","BI","www.burundi.gov.bi",249,1
"BDI","BI","www.burundirealite.org",242,1
"BDI","BI","www.burundirealite.org",279,1
"BDI","BI","www.burundirealite.org",242,1
"BDI","BI","www.burundirealite.org",237,1
"BDI","BI","www.burundirealite.org",284,1
"BDI","BI","www.burundirealite.org",240,1
"BDI","BI","www.burundirealite.org",283,1
"BDI","BI","www.burundirealite.org",238,1
"BDI","BI","www.burundirealite.org",263,1
"BDI","BI","www.isanganiro.org",197,1
"BDI","BI","www.isanganiro.org",195,1
"BDI","BI","www.isanganiro.org",197,1
"BDI","BI","www.isanganiro.org",195,1
"BDI","BI","www.isanganiro.org",200,1
"BDI","BI","www.isanganiro.org",195,1
"BDI","BI","www.isanganiro.org",190,1
"BDI","BI","www.isanganiro.org",192,1
"BDI","BI","www.isanganiro.org",200,1
"BDI","BI","www.iwacu-burundi.org",211,1
"BDI","BI","www.iwacu-burundi.org",110,1
"BDI","BI","www.iwacu-burundi.org",201,1
"BDI","BI","www.iwacu-burundi.org",199,1
"BDI","BI","www.iwacu-burundi.org",299,1
"BDI","BI","www.iwacu-burundi.org",198,1
"BDI","BI","www.iwacu-burundi.org",540,1
"BDI","BI","www.iwacu-burundi.org",198,1
"BDI","BI","www.iwacu-burundi.org",130,1
"BDI","BI","www.netpress.bi",1,0
"BDI","BI","www.netpress.bi",35,0
"BDI","BI","www.netpress.bi",1,0
"BDI","BI","www.netpress.bi",2,0
"BDI","BI","www.netpress.bi",54,0
"BDI","BI","www.netpress.bi",1,0
"BDI","BI","www.netpress.bi",120,0
"BDI","BI","www.netpress.bi",22,0
"BDI","BI","www.netpress.bi",39,0
"BDI","BI","www.rtnb.bi",168,1
"BDI","BI","www.rtnb.bi",168,1
"BDI","BI","www.rtnb.bi",163,1
"BDI","BI","www.rtnb.bi",220,1
"BDI","BI","www.rtnb.bi",163,1
"BDI","BI","www.rtnb.bi",240,1
"BDI","BI","www.rtnb.bi",169,1
"BDI","BI","www.rtnb.bi",258,1
"BDI","BI","www.umuco.com",183,1
"BDI","BI","www.umuco.com",179,1
"BDI","BI","www.umuco.com",225,1
"BDI","BI","www.umuco.com",181,1
"BDI","BI","www.umuco.com",214,1
"BDI","BI","www.umuco.com",188,1
"BDI","BI","www.umuco.com",234,1
"BEN","BJ","actualites.visages-du-benin.com",255,1
"BEN","BJ","actualites.visages-du-benin.com",252,1
"BEN","BJ","actualites.visages-du-benin.com",260,1
"BEN","BJ","actualites.visages-du-benin.com",259,1
"BEN","BJ","actualites.visages-du-benin.com",255,1
"BEN","BJ","actualites.visages-du-benin.com",252,1
"BEN","BJ","actualites.visages-du-benin.com",364,1
"BEN","BJ","actualites.visages-du-benin.com",260,1
"BEN","BJ","actualites.visages-du-benin.com",258,1
"BEN","BJ","actualites.visages-du-benin.com",255,1
"BEN","BJ","actualites.visages-du-benin.com",252,1
"BEN","BJ","actualites.visages-du-benin.com",262,1
"BEN","BJ","actualites.visages-du-benin.com",258,1
"BEN","BJ","actualites.visages-du-benin.com",255,1
"BEN","BJ","actualites.visages-du-benin.com",269,1
"BEN","BJ","actualites.visages-du-benin.com",252,1
"BEN","BJ","actualites.visages-du-benin.com",262,1
"BEN","BJ","actualites.visages-du-benin.com",258,1
"BEN","BJ","actualites.visages-du-benin.com",255,1
"BEN","BJ","actualites.visages-du-benin.com",257,1
"BEN","BJ","actualites.visages-du-benin.com",252,1
"BEN","BJ","actualites.visages-du-benin.com",290,1
"BEN","BJ","actualites.visages-du-benin.com",262,1
"BEN","BJ","actualites.visages-du-benin.com",258,1
"BEN","BJ","beninsite.net",237,1
"BEN","BJ","beninsite.net",251,1
"BEN","BJ","beninsite.net",317,1
"BEN","BJ","beninsite.net",237,1
"BEN","BJ","beninsite.net",243,1
"BEN","BJ","beninsite.net",236,1
"BEN","BJ","beninsite.net",251,1
"BEN","BJ","beninsite.net",348,1
"BEN","BJ","beninsite.net",236,1
"BEN","BJ","beninsite.net",242,1
"BEN","BJ","beninsite.net",236,1
"BEN","BJ","beninsite.net",251,1
"BEN","BJ","beninsite.net",236,1
"BEN","BJ","beninsite.net",240,1
"BEN","BJ","beninsite.net",236,1
"BEN","BJ","beninsite.net",250,1
"BEN","BJ","beninsite.net",236,1
"BEN","BJ","beninsite.net",240,1
"BEN","BJ","beninsite.net",243,1
"BEN","BJ","beninsite.net",236,1
"BEN","BJ","beninsite.net",251,1
"BEN","BJ","beninsite.net",240,1
"BEN","BJ","beninsite.net",234,1
"BEN","BJ","beninsite.net",271,1
"BEN","BJ","beninsite.net",236,1
"BEN","BJ","bj.jolome.com",213,1
"BEN","BJ","bj.jolome.com",215,1
"BEN","BJ","bj.jolome.com",218,1
"BEN","BJ","bj.jolome.com",218,1
"BEN","BJ","bj.jolome.com",216,1
"BEN","BJ","bj.jolome.com",218,1
"BEN","BJ","bj.jolome.com",215,1
"BEN","BJ","bj.jolome.com",229,1
"BEN","BJ","bj.jolome.com",218,1
"BEN","BJ","bj.jolome.com",218,1
"BEN","BJ","bj.jolome.com",213,1
"BEN","BJ","bj.jolome.com",216,1
"BEN","BJ","bj.jolome.com",213,1
"BEN","BJ","bj.jolome.com",211,1
"BEN","BJ","bj.jolome.com",213,1
"BEN","BJ","bj.jolome.com",215,1
"BEN","BJ","bj.jolome.com",213,1
"BEN","BJ","bj.jolome.com",211,1
"BEN","BJ","bj.jolome.com",223,1
"BEN","BJ","bj.jolome.com",213,1
"BEN","BJ","bj.jolome.com",219,1
"BEN","BJ","bj.jolome.com",215,1
"BEN","BJ","bj.jolome.com",480,1
"BEN","BJ","bj.jolome.com",214,1
"BEN","BJ","bj.jolome.com",211,1
"BEN","BJ","latribunedelacapitale.com",213,1
"BEN","BJ","latribunedelacapitale.com",220,1
"BEN","BJ","latribunedelacapitale.com",392,1
"BEN","BJ","latribunedelacapitale.com",215,1
"BEN","BJ","latribunedelacapitale.com",221,1
"BEN","BJ","latribunedelacapitale.com",228,1
"BEN","BJ","latribunedelacapitale.com",230,1
"BEN","BJ","latribunedelacapitale.com",224,1
"BEN","BJ","latribunedelacapitale.com",224,1
"BEN","BJ","latribunedelacapitale.com",221,1
"BEN","BJ","latribunedelacapitale.com",227,1
"BEN","BJ","latribunedelacapitale.com",231,1
"BEN","BJ","latribunedelacapitale.com",221,1
"BEN","BJ","latribunedelacapitale.com",238,1
"BEN","BJ","latribunedelacapitale.com",226,1
"BEN","BJ","latribunedelacapitale.com",231,1
"BEN","BJ","latribunedelacapitale.com",221,1
"BEN","BJ","latribunedelacapitale.com",235,1
"BEN","BJ","latribunedelacapitale.com",226,1
"BEN","BJ","latribunedelacapitale.com",233,1
"BEN","BJ","latribunedelacapitale.com",224,1
"BEN","BJ","latribunedelacapitale.com",231,1
"BEN","BJ","lautrefraternite.com",203,1
"BEN","BJ","lautrefraternite.com",212,1
"BEN","BJ","lautrefraternite.com",279,1
"BEN","BJ","lautrefraternite.com",207,1
"BEN","BJ","lautrefraternite.com",197,1
"BEN","BJ","lautrefraternite.com",203,1
"BEN","BJ","lautrefraternite.com",212,1
"BEN","BJ","lautrefraternite.com",241,1
"BEN","BJ","lautrefraternite.com",207,1
"BEN","BJ","lautrefraternite.com",199,1
"BEN","BJ","lautrefraternite.com",203,1
"BEN","BJ","lautrefraternite.com",212,1
"BEN","BJ","lautrefraternite.com",207,1
"BEN","BJ","lautrefraternite.com",197,1
"BEN","BJ","lautrefraternite.com",203,1
"BEN","BJ","lautrefraternite.com",201,1
"BEN","BJ","lautrefraternite.com",212,1
"BEN","BJ","lautrefraternite.com",207,1
"BEN","BJ","lautrefraternite.com",197,1
"BEN","BJ","lautrefraternite.com",203,1
"BEN","BJ","lautrefraternite.com",199,1
"BEN","BJ","lautrefraternite.com",212,1
"BEN","BJ","lautrefraternite.com",219,1
"BEN","BJ","lautrefraternite.com",207,1
"BEN","BJ","lautrefraternite.com",197,1
"BEN","BJ","levenementprecis.com",203,1
"BEN","BJ","levenementprecis.com",212,1
"BEN","BJ","levenementprecis.com",207,1
"BEN","BJ","levenementprecis.com",197,1
"BEN","BJ","levenementprecis.com",247,1
"BEN","BJ","levenementprecis.com",203,1
"BEN","BJ","levenementprecis.com",212,1
"BEN","BJ","levenementprecis.com",209,1
"BEN","BJ","levenementprecis.com",207,1
"BEN","BJ","levenementprecis.com",199,1
"BEN","BJ","levenementprecis.com",203,1
"BEN","BJ","levenementprecis.com",212,1
"BEN","BJ","levenementprecis.com",207,1
"BEN","BJ","levenementprecis.com",197,1
"BEN","BJ","levenementprecis.com",203,1
"BEN","BJ","levenementprecis.com",213,1
"BEN","BJ","levenementprecis.com",207,1
"BEN","BJ","levenementprecis.com",197,1
"BEN","BJ","levenementprecis.com",201,1
"BEN","BJ","levenementprecis.com",203,1
"BEN","BJ","levenementprecis.com",199,1
"BEN","BJ","levenementprecis.com",212,1
"BEN","BJ","levenementprecis.com",232,1
"BEN","BJ","levenementprecis.com",207,1
"BEN","BJ","levenementprecis.com",197,1
"BEN","BJ","www.24haubenin.info",108,1
"BEN","BJ","www.24haubenin.info",106,1
"BEN","BJ","www.24haubenin.info",349,1
"BEN","BJ","www.24haubenin.info",108,1
"BEN","BJ","www.24haubenin.info",104,1
"BEN","BJ","www.24haubenin.info",108,1
"BEN","BJ","www.24haubenin.info",106,1
"BEN","BJ","www.24haubenin.info",144,1
"BEN","BJ","www.24haubenin.info",108,1
"BEN","BJ","www.24haubenin.info",104,1
"BEN","BJ","www.24haubenin.info",108,1
