"cc3","cc","domain",rtt,remote
"NGA","NG","www.nigeriatell.com",186,1
"NGA","NG","www.nigeriatell.com",183,1
"NGA","NG","www.nigeriatell.com",167,1
"NGA","NG","www.nigeriatell.com",173,1
"NGA","NG","www.nigeriatell.com",182,1
"NGA","NG","www.nigeriavillagesquare.com",197,1
"NGA","NG","www.nigeriavillagesquare.com",197,1
"NGA","NG","www.nigeriavillagesquare.com",197,1
"NGA","NG","www.nigeriavillagesquare.com",219,1
"NGA","NG","www.nigeriavillagesquare.com",217,1
"NGA","NG","www.nigeriavillagesquare.com",197,1
"NGA","NG","www.nigeriavillagesquare.com",197,1
"NGA","NG","www.nigeriaworld.com",162,1
"NGA","NG","www.nigeriaworld.com",164,1
"NGA","NG","www.nigeriaworld.com",164,1
"NGA","NG","www.nigeriaworld.com",118,1
"NGA","NG","www.nigeriaworld.com",163,1
"NGA","NG","www.nigeriaworld.com",163,1
"NGA","NG","www.nigeriaworld.com",110,1
"NGA","NG","www.ntanews24.tv",207,1
"NGA","NG","www.ntanews24.tv",207,1
"NGA","NG","www.ntanews24.tv",215,1
"NGA","NG","www.ntanews24.tv",207,1
"NGA","NG","www.ntanews24.tv",214,1
"NGA","NG","www.odili.net",163,1
"NGA","NG","www.odili.net",164,1
"NGA","NG","www.odili.net",164,1
"NGA","NG","www.odili.net",119,1
"NGA","NG","www.odili.net",163,1
"NGA","NG","www.odili.net",117,1
"NGA","NG","www.odili.net",164,1
"NGA","NG","www.odili.net",115,1
"NGA","NG","www.ogtv.com.ng",187,1
"NGA","NG","www.ogtv.com.ng",187,1
"NGA","NG","www.ogtv.com.ng",202,1
"NGA","NG","www.ogtv.com.ng",187,1
"NGA","NG","www.ogtv.com.ng",187,1
"NGA","NG","www.ogtv.com.ng",200,1
"NGA","NG","www.ogtv.com.ng",187,1
"NGA","NG","www.ogunradio.com",206,1
"NGA","NG","www.ogunradio.com",207,1
"NGA","NG","www.ogunradio.com",207,1
"NGA","NG","www.ogunradio.com",217,1
"NGA","NG","www.ogunradio.com",207,1
"NGA","NG","www.ogunradio.com",206,1
"NGA","NG","www.ogunradio.com",213,1
"NGA","NG","www.ondoevents.com",240,1
"NGA","NG","www.ondoevents.com",240,1
"NGA","NG","www.ondoevents.com",252,1
"NGA","NG","www.ondoevents.com",240,1
"NGA","NG","www.ondoevents.com",252,1
"NGA","NG","www.ondoevents.com",240,1
"NGA","NG","www.ondoevents.com",250,1
"NGA","NG","www.ondoevents.com",240,1
"NGA","NG","www.ondoevents.com",249,1
"NGA","NG","www.ondonews.com",200,1
"NGA","NG","www.ondonews.com",200,1
"NGA","NG","www.ondonews.com",222,1
"NGA","NG","www.ondonews.com",200,1
"NGA","NG","www.ondonews.com",223,1
"NGA","NG","www.ondonews.com",200,1
"NGA","NG","www.ondonews.com",220,1
"NGA","NG","www.ondonews.com",200,1
"NGA","NG","www.ondonews.com",219,1
"NGA","NG","www.opinionnigeria.com",187,1
"NGA","NG","www.opinionnigeria.com",163,1
"NGA","NG","www.opinionnigeria.com",163,1
"NGA","NG","www.opinionnigeria.com",163,1
"NGA","NG","www.opinionnigeria.com",111,1
"NGA","NG","www.opinionnigeria.com",163,1
"NGA","NG","www.osundefender.org",228,1
"NGA","NG","www.osundefender.org",228,1
"NGA","NG","www.osundefender.org",250,1
"NGA","NG","www.osundefender.org",228,1
"NGA","NG","www.osundefender.org",242,1
"NGA","NG","www.osundefender.org",228,1
"NGA","NG","www.osundefender.org",228,1
"NGA","NG","www.osundefender.org",238,1
"NGA","NG","www.peoplesdailyng.com",182,1
"NGA","NG","www.peoplesdailyng.com",198,1
"NGA","NG","www.peoplesdailyng.com",182,1
"NGA","NG","www.peoplesdailyng.com",183,1
"NGA","NG","www.peoplesdailyng.com",202,1
"NGA","NG","www.peoplesdailyng.com",182,1
"NGA","NG","www.peoplesdailyng.com",185,1
"NGA","NG","www.peoplesdailyng.com",200,1
"NGA","NG","www.persecondnews.com",268,1
"NGA","NG","www.persecondnews.com",268,1
"NGA","NG","www.persecondnews.com",268,1
"NGA","NG","www.persecondnews.com",263,1
"NGA","NG","www.persecondnews.com",268,1
"NGA","NG","www.persecondnews.com",268,1
"NGA","NG","www.persecondnews.com",263,1
"NGA","NG","www.persecondnews.com",268,1
"NGA","NG","www.persecondnews.com",261,1
"NGA","NG","www.pmnewsnigeria.com",173,1
"NGA","NG","www.pmnewsnigeria.com",179,1
"NGA","NG","www.pmnewsnigeria.com",173,1
"NGA","NG","www.pmnewsnigeria.com",182,1
"NGA","NG","www.pmnewsnigeria.com",173,1
"NGA","NG","www.pmnewsnigeria.com",177,1
"NGA","NG","www.pmnewsnigeria.com",183,1
"NGA","NG","www.pmnewsnigeria.com",173,1
"NGA","NG","www.premiumtimesng.com",118,1
"NGA","NG","www.premiumtimesng.com",145,1
"NGA","NG","www.premiumtimesng.com",118,1
"NGA","NG","www.premiumtimesng.com",147,1
"NGA","NG","www.premiumtimesng.com",118,1
"NGA","NG","www.premiumtimesng.com",125,1
"NGA","NG","www.premiumtimesng.com",148,1
"NGA","NG","www.premiumtimesng.com",125,1
"NGA","NG","www.premiumtimesng.com",137,1
"NGA","NG","www.promptnewsonline.com",184,1
"NGA","NG","www.promptnewsonline.com",162,1
"NGA","NG","www.promptnewsonline.com",162,1
"NGA","NG","www.promptnewsonline.com",163,1
"NGA","NG","www.promptnewsonline.com",162,1
"NGA","NG","www.promptnewsonline.com",163,1
"NGA","NG","www.promptnewsonline.com",185,1
"NGA","NG","www.punchng.com",176,1
"NGA","NG","www.punchng.com",175,1
"NGA","NG","www.punchng.com",113,1
"NGA","NG","www.punchng.com",163,1
"NGA","NG","www.punchng.com",163,1
"NGA","NG","www.punchng.com",113,1
"NGA","NG","www.punchng.com",163,1
"NGA","NG","www.punchng.com",111,1
"NGA","NG","www.radiolagosekofm.net",182,1
"NGA","NG","www.radiolagosekofm.net",182,1
"NGA","NG","www.radiolagosekofm.net",182,1
"NGA","NG","www.radiolagosekofm.net",182,1
"NGA","NG","www.radionigeriaibadan.com",198,1
"NGA","NG","www.radionigeriaibadan.com",227,1
"NGA","NG","www.radionigeriaibadan.com",198,1
"NGA","NG","www.radionigeriaibadan.com",199,1
"NGA","NG","www.radionigeriaibadan.com",231,1
"NGA","NG","www.radionigeriaibadan.com",199,1
"NGA","NG","www.radionigeriaibadan.com",230,1
"NGA","NG","www.radionigeriaibadan.com",199,1
"NGA","NG","www.radionigeriaibadan.com",228,1
"NGA","NG","www.radionigeriakaduna.net",218,1
"NGA","NG","www.radionigeriakaduna.net",238,1
"NGA","NG","www.radionigeriakaduna.net",217,1
"NGA","NG","www.radionigeriakaduna.net",218,1
"NGA","NG","www.radionigeriakaduna.net",241,1
"NGA","NG","www.radionigeriakaduna.net",218,1
"NGA","NG","www.radionigeriakaduna.net",218,1
"NGA","NG","www.radionigeriakaduna.net",244,1
"NGA","NG","www.radionigerialagos.com",207,1
"NGA","NG","www.radionigerialagos.com",214,1
"NGA","NG","www.radionigerialagos.com",207,1
"NGA","NG","www.radionigerialagos.com",207,1
"NGA","NG","www.radionigerialagos.com",207,1
"NGA","NG","www.radionigerialagos.com",218,1
"NGA","NG","www.radionigerialagos.com",207,1
"NGA","NG","www.radionigerialagos.com",215,1
"NGA","NG","www.sharpedgenews.com",267,1
"NGA","NG","www.sharpedgenews.com",261,1
"NGA","NG","www.sharpedgenews.com",267,1
"NGA","NG","www.sharpedgenews.com",268,1
"NGA","NG","www.sharpedgenews.com",261,1
"NGA","NG","www.sharpedgenews.com",267,1
"NGA","NG","www.sharpedgenews.com",257,1
"NGA","NG","www.sharpedgenews.com",267,1
"NGA","NG","www.sharpedgenews.com",269,1
"NGA","NG","www.theabujainquirer.com",170,1
"NGA","NG","www.theabujainquirer.com",170,1
"NGA","NG","www.theabujainquirer.com",170,1
"NGA","NG","www.theabujainquirer.com",197,1
"NGA","NG","www.theabujainquirer.com",170,1
"NGA","NG","www.theabujainquirer.com",183,1
"NGA","NG","www.thebreakingtimes.com",169,1
"NGA","NG","www.thebreakingtimes.com",188,1
"NGA","NG","www.thebreakingtimes.com",187,1
"NGA","NG","www.thebreakingtimes.com",129,1
"NGA","NG","www.thebreakingtimes.com",168,1
"NGA","NG","www.thebreakingtimes.com",171,1
"NGA","NG","www.thecable.ng",163,1
"NGA","NG","www.thecable.ng",116,1
"NGA","NG","www.thecable.ng",163,1
"NGA","NG","www.thecable.ng",118,1
"NGA","NG","www.thecable.ng",190,1
"NGA","NG","www.thecable.ng",162,1
"NGA","NG","www.theheartlander.com",274,1
"NGA","NG","www.theheartlander.com",274,1
"NGA","NG","www.theheartlander.com",266,1
"NGA","NG","www.theheartlander.com",274,1
"NGA","NG","www.theheartlander.com",277,1
"NGA","NG","www.theheartlander.com",274,1
"NGA","NG","www.theheartlander.com",263,1
"NGA","NG","www.theheraldnews.info",237,1
"NGA","NG","www.theheraldnews.info",253,1
"NGA","NG","www.theheraldnews.info",237,1
"NGA","NG","www.theheraldnews.info",252,1
"NGA","NG","www.theheraldnews.info",237,1
"NGA","NG","www.theheraldnews.info",263,1
"NGA","NG","www.theheraldnews.info",236,1
"NGA","NG","www.theheraldnews.info",250,1
"NGA","NG","www.theheraldng.com",168,1
"NGA","NG","www.theheraldng.com",122,1
"NGA","NG","www.theheraldng.com",163,1
"NGA","NG","www.theheraldng.com",112,1
"NGA","NG","www.theheraldng.com",163,1
"NGA","NG","www.theheraldng.com",129,1
"NGA","NG","www.theheraldng.com",176,1
"NGA","NG","www.theinfostrides.com",197,1
"NGA","NG","www.theinfostrides.com",214,1
"NGA","NG","www.theinfostrides.com",197,1
"NGA","NG","www.theinfostrides.com",197,1
"NGA","NG","www.theinfostrides.com",197,1
"NGA","NG","www.thenewswriterng.com",175,1
"NGA","NG","www.thenewswriterng.com",195,1
"NGA","NG","www.thenewswriterng.com",175,1
"NGA","NG","www.thenewswriterng.com",271,1
"NGA","NG","www.thenewswriterng.com",198,1
"NGA","NG","www.thenewswriterng.com",176,1
"NGA","NG","www.thenewswriterng.com",208,1
"NGA","NG","www.thenigerianvoice.com",168,1
"NGA","NG","www.thenigerianvoice.com",174,1
"NGA","NG","www.thenigerianvoice.com",163,1
"NGA","NG","www.thenigerianvoice.com",123,1
"NGA","NG","www.thenigerianvoice.com",168,1
"NGA","NG","www.thenigerianvoice.com",113,1
"NGA","NG","www.thenigerianvoice.com",168,1
"NGA","NG","www.thenigerianvoice.com",124,1
"NGA","NG","www.thetidenewsonline.com",176,1
"NGA","NG","www.thetidenewsonline.com",186,1
"NGA","NG","www.thetidenewsonline.com",176,1
"NGA","NG","www.thetidenewsonline.com",193,1
"NGA","NG","www.thetidenewsonline.com",253,1
"NGA","NG","www.thetidenewsonline.com",176,1
"NGA","NG","www.tribune.com.ng",447,1
"NGA","NG","www.tribune.com.ng",352,1
"NGA","NG","www.tribune.com.ng",445,1
"NGA","NG","www.tribune.com.ng",446,1
"NGA","NG","www.tribune.com.ng",348,1
"NGA","NG","www.tribune.com.ng",445,1
"NGA","NG","www.tribune.com.ng",359,1
"NGA","NG","www.turenchi.com",164,1
"NGA","NG","www.turenchi.com",180,1
"NGA","NG","www.turenchi.com",164,1
"NGA","NG","www.turenchi.com",164,1
"NGA","NG","www.turenchi.com",180,1
"NGA","NG","www.turenchi.com",164,1
"NGA","NG","www.turenchi.com",190,1
"NGA","NG","www.tvcontinental.tv",197,1
"NGA","NG","www.tvcontinental.tv",198,1
"NGA","NG","www.tvcontinental.tv",228,1
"NGA","NG","www.tvcontinental.tv",198,1
"NGA","NG","www.tvcontinental.tv",198,1
"NGA","NG","www.urhobotimes.com",218,1
"NGA","NG","www.urhobotimes.com",241,1
"NGA","NG","www.urhobotimes.com",218,1
"NGA","NG","www.urhobotimes.com",245,1
"NGA","NG","www.urhobotimes.com",218,1
"NGA","NG","www.urhobotimes.com",242,1
"NGA","NG","www.urhobotimes.com",218,1
"NGA","NG","www.urhobotimes.com",252,1
"NGA","NG","www.vanguardngr.com",163,1
"NGA","NG","www.vanguardngr.com",113,1
"NGA","NG","www.vanguardngr.com",164,1
"NGA","NG","www.vanguardngr.com",117,1
"NGA","NG","www.vanguardngr.com",164,1
"NGA","NG","www.vanguardngr.com",113,1
"NGA","NG","www.vanguardngr.com",164,1
"NGA","NG","www.vanguardngr.com",124,1
"NGA","NG","www.view.com.ng",115,1
"NGA","NG","www.view.com.ng",131,1
"NGA","NG","www.view.com.ng",116,1
"NGA","NG","www.view.com.ng",134,1
"NGA","NG","www.view.com.ng",116,1
"NGA","NG","www.view.com.ng",131,1
"NGA","NG","www.view.com.ng",116,1
"NGA","NG","www.view.com.ng",141,1
"NGA","NG","www.yohaig.com",157,1
"NGA","NG","www.yohaig.com",183,1
"NGA","NG","www.yohaig.com",158,1
"NGA","NG","www.yohaig.com",158,1
"NGA","NG","www.yohaig.com",182,1
"NGA","NG","www.yohaig.com",158,1
"NGA","NG","www.yohaig.com",193,1
"NGA","NG","www.younewsng.com",189,1
"NGA","NG","www.younewsng.com",206,1
"NGA","NG","www.younewsng.com",189,1
"NGA","NG","www.younewsng.com",210,1
"NGA","NG","www.younewsng.com",190,1
"NGA","NG","www.younewsng.com",206,1
"NGA","NG","www.younewsng.com",189,1
"NGA","NG","www.younewsng.com",216,1
"NGA","NG","ynaija.com",163,1
"NGA","NG","ynaija.com",114,1
"NGA","NG","ynaija.com",164,1
"NGA","NG","ynaija.com",164,1
"NGA","NG","ynaija.com",164,1
"NGA","NG","ynaija.com",164,1
"REU","RE","reunion.la1ere.fr",203,1
"REU","RE","reunion.la1ere.fr",25,1
"REU","RE","reunion.la1ere.fr",332,1
"REU","RE","reunion.la1ere.fr",252,1
"REU","RE","reunion.la1ere.fr",250,1
"REU","RE","reunion.la1ere.fr",197,1
"REU","RE","reunion.la1ere.fr",317,1
"REU","RE","reunion.la1ere.fr",4,1
"REU","RE","reunion.la1ere.fr",200,1
"REU","RE","reunion.la1ere.fr",209,1
"REU","RE","reunion.la1ere.fr",198,1
"REU","RE","reunion.la1ere.fr",22,1
"REU","RE","reunion.la1ere.fr",231,1
"REU","RE","reunion.la1ere.fr",281,1
"REU","RE","reunion.la1ere.fr",218,1
"REU","RE","reunion.la1ere.fr",191,1
"REU","RE","reunion.la1ere.fr",183,1
"REU","RE","reunion.la1ere.fr",315,1
"REU","RE","reunion.la1ere.fr",4,1
"REU","RE","reunion.la1ere.fr",201,1
"REU","RE","reunion.la1ere.fr",197,1
"REU","RE","reunion.la1ere.fr",22,1
"REU","RE","reunion.la1ere.fr",350,1
"REU","RE","reunion.la1ere.fr",243,1
"REU","RE","reunion.la1ere.fr",209,1
"REU","RE","reunion.la1ere.fr",190,1
"REU","RE","reunion.la1ere.fr",184,1
"REU","RE","reunion.la1ere.fr",363,1
"REU","RE","reunion.la1ere.fr",4,1
"REU","RE","reunion.la1ere.fr",189,1
"REU","RE","reunion.la1ere.fr",192,1
"REU","RE","reunion.la1ere.fr",22,1
"REU","RE","reunion.la1ere.fr",350,1
"REU","RE","reunion.la1ere.fr",275,1
"REU","RE","reunion.la1ere.fr",217,1
"REU","RE","reunion.la1ere.fr",191,1
"REU","RE","reunion.la1ere.fr",185,1
"REU","RE","reunion.la1ere.fr",387,1
"REU","RE","reunion.la1ere.fr",325,1
"REU","RE","reunion.la1ere.fr",203,1
"REU","RE","reunion.la1ere.fr",204,1
"REU","RE","reunion.la1ere.fr",22,1
"REU","RE","reunion.la1ere.fr",13,1
"REU","RE","reunion.la1ere.fr",253,1
"REU","RE","reunion.la1ere.fr",222,1
"REU","RE","reunion.la1ere.fr",191,1
"REU","RE","reunion.la1ere.fr",378,1
"REU","RE","reunion.la1ere.fr",4,1
"REU","RE","reunion.la1ere.fr",191,1
"REU","RE","www.antennereunion.fr",207,1
"REU","RE","www.antennereunion.fr",24,1
"REU","RE","www.antennereunion.fr",232,1
"REU","RE","www.antennereunion.fr",222,1
"REU","RE","www.antennereunion.fr",197,1
"REU","RE","www.antennereunion.fr",201,1
"REU","RE","www.antennereunion.fr",194,1
"REU","RE","www.antennereunion.fr",5,1
"REU","RE","www.antennereunion.fr",222,1
"REU","RE","www.antennereunion.fr",199,1
"REU","RE","www.antennereunion.fr",207,1
"REU","RE","www.antennereunion.fr",24,1
"REU","RE","www.antennereunion.fr",229,1
"REU","RE","www.antennereunion.fr",222,1
"REU","RE","www.antennereunion.fr",197,1
"REU","RE","www.antennereunion.fr",201,1
"REU","RE","www.antennereunion.fr",194,1
"REU","RE","www.antennereunion.fr",5,1
"REU","RE","www.antennereunion.fr",222,1
"REU","RE","www.antennereunion.fr",199,1
"REU","RE","www.antennereunion.fr",200,1
"REU","RE","www.antennereunion.fr",23,1
"REU","RE","www.antennereunion.fr",14,1
"REU","RE","www.antennereunion.fr",27,1
"REU","RE","www.antennereunion.fr",2,1
"REU","RE","www.antennereunion.fr",200,1
"REU","RE","www.antennereunion.fr",194,1
"REU","RE","www.antennereunion.fr",5,1
"REU","RE","www.antennereunion.fr",4,1
"REU","RE","www.antennereunion.fr",201,1
"REU","RE","www.antennereunion.fr",23,1
"REU","RE","www.antennereunion.fr",12,1
"REU","RE","www.antennereunion.fr",221,1
"REU","RE","www.antennereunion.fr",197,1
"REU","RE","www.antennereunion.fr",201,1
"REU","RE","www.antennereunion.fr",194,1
"REU","RE","www.antennereunion.fr",6,1
"REU","RE","www.antennereunion.fr",222,1
"REU","RE","www.antennereunion.fr",206,1
"REU","RE","www.antennereunion.fr",208,1
"REU","RE","www.antennereunion.fr",24,1
"REU","RE","www.antennereunion.fr",12,1
"REU","RE","www.antennereunion.fr",27,1
"REU","RE","www.antennereunion.fr",2,1
"REU","RE","www.antennereunion.fr",201,1
"REU","RE","www.antennereunion.fr",194,1
"REU","RE","www.antennereunion.fr",6,1
"REU","RE","www.antennereunion.fr",4,1
"REU","RE","www.antennereunion.fr",194,1
"REU","RE","www.clicanoo.re",203,1
"REU","RE","www.clicanoo.re",204,1
"REU","RE","www.clicanoo.re",59,1
"REU","RE","www.clicanoo.re",71,1
"REU","RE","www.clicanoo.re",47,1
"REU","RE","www.clicanoo.re",197,1
"REU","RE","www.clicanoo.re",184,1
"REU","RE","www.clicanoo.re",200,1
"REU","RE","www.clicanoo.re",48,1
"REU","RE","www.clicanoo.re",195,1
"REU","RE","www.clicanoo.re",223,1
"REU","RE","www.clicanoo.re",206,1
"REU","RE","www.clicanoo.re",58,1
"REU","RE","www.clicanoo.re",71,1
"REU","RE","www.clicanoo.re",47,1
"REU","RE","www.clicanoo.re",222,1
"REU","RE","www.clicanoo.re",209,1
"REU","RE","www.clicanoo.re",225,1
"REU","RE","www.clicanoo.re",49,1
"REU","RE","www.clicanoo.re",220,1
"REU","RE","www.clicanoo.re",197,1
"REU","RE","www.clicanoo.re",205,1
"REU","RE","www.clicanoo.re",59,1
"REU","RE","www.clicanoo.re",72,1
"REU","RE","www.clicanoo.re",47,1
"REU","RE","www.clicanoo.re",197,1
"REU","RE","www.clicanoo.re",184,1
"REU","RE","www.clicanoo.re",200,1
"REU","RE","www.clicanoo.re",48,1
"REU","RE","www.clicanoo.re",197,1
"REU","RE","www.clicanoo.re",205,1
"REU","RE","www.clicanoo.re",60,1
"REU","RE","www.clicanoo.re",72,1
"REU","RE","www.clicanoo.re",47,1
"REU","RE","www.clicanoo.re",201,1
"REU","RE","www.clicanoo.re",184,1
"REU","RE","www.clicanoo.re",202,1
"REU","RE","www.clicanoo.re",49,1
"REU","RE","www.clicanoo.re",203,1
"REU","RE","www.clicanoo.re",205,1
"REU","RE","www.clicanoo.re",205,1
"REU","RE","www.clicanoo.re",60,1
"REU","RE","www.clicanoo.re",72,1
"REU","RE","www.clicanoo.re",47,1
"REU","RE","www.clicanoo.re",208,1
"REU","RE","www.clicanoo.re",202,1
"REU","RE","www.clicanoo.re",202,1
"REU","RE","www.clicanoo.re",48,1
"REU","RE","www.clicanoo.re",196,1
"REU","RE","www.ipreunion.com",200,1
"REU","RE","www.ipreunion.com",209,1
"REU","RE","www.ipreunion.com",225,1
"REU","RE","www.ipreunion.com",233,1
"REU","RE","www.ipreunion.com",208,1
"REU","RE","www.ipreunion.com",194,1
"REU","RE","www.ipreunion.com",195,1
"REU","RE","www.ipreunion.com",197,1
"REU","RE","www.ipreunion.com",226,1
"REU","RE","www.ipreunion.com",205,1
"REU","RE","www.ipreunion.com",201,1
"REU","RE","www.ipreunion.com",209,1
"REU","RE","www.ipreunion.com",228,1
"REU","RE","www.ipreunion.com",232,1
"REU","RE","www.ipreunion.com",207,1
"REU","RE","www.ipreunion.com",195,1
"REU","RE","www.ipreunion.com",195,1
"REU","RE","www.ipreunion.com",197,1
"REU","RE","www.ipreunion.com",225,1
"REU","RE","www.ipreunion.com",205,1
"REU","RE","www.ipreunion.com",194,1
"REU","RE","www.ipreunion.com",208,1
"REU","RE","www.ipreunion.com",225,1
"REU","RE","www.ipreunion.com",216,1
"REU","RE","www.ipreunion.com",191,1
"REU","RE","www.ipreunion.com",195,1
"REU","RE","www.ipreunion.com",195,1
"REU","RE","www.ipreunion.com",196,1
"REU","RE","www.ipreunion.com",226,1
"REU","RE","www.ipreunion.com",196,1
"REU","RE","www.ipreunion.com",210,1
"REU","RE","www.ipreunion.com",228,1
"REU","RE","www.ipreunion.com",216,1
"REU","RE","www.ipreunion.com",191,1
"REU","RE","www.ipreunion.com",194,1
"REU","RE","www.ipreunion.com",195,1
"REU","RE","www.ipreunion.com",198,1
"REU","RE","www.ipreunion.com",226,1
"REU","RE","www.ipreunion.com",207,1
"REU","RE","www.ipreunion.com",209,1
"REU","RE","www.ipreunion.com",207,1
"REU","RE","www.ipreunion.com",228,1
"REU","RE","www.ipreunion.com",219,1
"REU","RE","www.ipreunion.com",194,1
"REU","RE","www.ipreunion.com",195,1
"REU","RE","www.ipreunion.com",201,1
"REU","RE","www.ipreunion.com",198,1
"REU","RE","www.ipreunion.com",226,1
"REU","RE","www.ipreunion.com",200,1
"REU","RE","www.temoignages.re",200,1
"REU","RE","www.temoignages.re",24,1
"REU","RE","www.temoignages.re",220,1
"REU","RE","www.temoignages.re",222,1
"REU","RE","www.temoignages.re",197,1
"REU","RE","www.temoignages.re",201,1
"REU","RE","www.temoignages.re",194,1
"REU","RE","www.temoignages.re",5,1
"REU","RE","www.temoignages.re",4,1
"REU","RE","www.temoignages.re",204,1
"REU","RE","www.temoignages.re",200,1
"REU","RE","www.temoignages.re",25,1
"REU","RE","www.temoignages.re",18,1
"REU","RE","www.temoignages.re",222,1
"REU","RE","www.temoignages.re",197,1
"REU","RE","www.temoignages.re",200,1
"REU","RE","www.temoignages.re",194,1
"REU","RE","www.temoignages.re",6,1
"REU","RE","www.temoignages.re",4,1
"REU","RE","www.temoignages.re",207,1
"REU","RE","www.temoignages.re",208,1
"REU","RE","www.temoignages.re",23,1
"REU","RE","www.temoignages.re",12,1
"REU","RE","www.temoignages.re",222,1
"REU","RE","www.temoignages.re",197,1
"REU","RE","www.temoignages.re",201,1
"REU","RE","www.temoignages.re",193,1
"REU","RE","www.temoignages.re",6,1
"REU","RE","www.temoignages.re",4,1
"REU","RE","www.temoignages.re",194,1
"REU","RE","www.temoignages.re",207,1
"REU","RE","www.temoignages.re",24,1
"REU","RE","www.temoignages.re",12,1
"REU","RE","www.temoignages.re",222,1
"REU","RE","www.temoignages.re",2,1
"REU","RE","www.temoignages.re",201,1
"REU","RE","www.temoignages.re",194,1
"REU","RE","www.temoignages.re",5,1
"REU","RE","www.temoignages.re",4,1
"REU","RE","www.temoignages.re",199,1
"RWA","RW","focus.rw",333,1
"RWA","RW","focus.rw",336,1
"RWA","RW","focus.rw",312,1
"RWA","RW","focus.rw",318,1
"RWA","RW","focus.rw",357,1
"RWA","RW","imvahonshya.co.rw",341,1
"RWA","RW","imvahonshya.co.rw",337,1
"RWA","RW","imvahonshya.co.rw",336,1
"RWA","RW","imvahonshya.co.rw",335,1
"RWA","RW","imvahonshya.co.rw",347,1
"RWA","RW","rwandawire.com",352,1
"RWA","RW","rwandawire.com",363,1
"RWA","RW","rwandawire.com",351,1
"RWA","RW","rwandawire.com",389,1
"RWA","RW","rwandawire.com",324,1
"RWA","RW","www.newsofrwanda.com",309,1
"RWA","RW","www.newsofrwanda.com",300,1
"RWA","RW","www.newsofrwanda.com",297,1
"RWA","RW","www.newsofrwanda.com",275,1
"RWA","RW","www.newsofrwanda.com",310,1
"RWA","RW","www.newtimes.co.rw",342,1
"RWA","RW","www.newtimes.co.rw",349,1
"RWA","RW","www.newtimes.co.rw",342,1
"RWA","RW","www.newtimes.co.rw",337,1
"RWA","RW","www.newtimes.co.rw",347,1
"RWA","RW","www.rba.co.rw",11,0
"RWA","RW","www.rba.co.rw",12,0
"RWA","RW","www.rba.co.rw",9,0
"RWA","RW","www.rba.co.rw",8,0
"RWA","RW","www.rba.co.rw",7,0
"RWA","RW","www.rnanews.com",228,1
"RWA","RW","www.rnanews.com",227,1
"RWA","RW","www.rnanews.com",229,1
"RWA","RW","www.rnanews.com",229,1
"RWA","RW","www.rnanews.com",206,1
"RWA","RW","www.therwandan.com",230,1
"RWA","RW","www.therwandan.com",221,1
"RWA","RW","www.therwandan.com",220,1
"SYC","SC","www.nation.sc",592,1
"SYC","SC","www.nation.sc",369,1
"SYC","SC","www.nation.sc",596,1
"SYC","SC","www.nation.sc",365,1
"SYC","SC","www.nation.sc",606,1
"SYC","SC","www.nation.sc",365,1
"SYC","SC","www.nation.sc",587,1
"SYC","SC","www.nation.sc",588,1
"SYC","SC","www.sbc.sc",6,0
"SYC","SC","www.sbc.sc",10,0
"SYC","SC","www.sbc.sc",8,0
"SYC","SC","www.sbc.sc",71,0
"SYC","SC","www.sbc.sc",4,0
"SYC","SC","www.sbc.sc",5,0
"SYC","SC","www.sbc.sc",5,0
"SYC","SC","www.sbc.sc",5,0
"SYC","SC","www.sbc.sc",6,0
"SYC","SC","www.seychellesnewsagency.com",588,1
"SYC","SC","www.seychellesnewsagency.com",369,1
"SYC","SC","www.seychellesnewsagency.com",616,1
"SYC","SC","www.seychellesnewsagency.com",589,1
"SYC","SC","www.seychellesnewsagency.com",589,1
"SYC","SC","www.seychellesnewsagency.com",360,1
"SYC","SC","www.seychellesnewsagency.com",577,1
"SYC","SC","www.seychellesnewsagency.com",169,1
"SYC","SC","www.thepeople.sc",634,1
"SYC","SC","www.thepeople.sc",697,1
"SYC","SC","www.thepeople.sc",366,1
"SYC","SC","www.thepeople.sc",573,1
"SYC","SC","www.thepeople.sc",368,1
"SYC","SC","www.thepeople.sc",570,1
"SYC","SC","www.thepeople.sc",279,1
"SDN","SD","assudan.net",243,1
"SDN","SD","assudan.net",194,1
"SDN","SD","assudan.net",242,1
"SDN","SD","assudan.net",195,1
"SDN","SD","assudan.net",245,1
"SDN","SD","assudan.net",222,1
"SDN","SD","assudan.net",244,1
"SDN","SD","assudan.net",222,1
"SDN","SD","assudan.net",244,1
"SDN","SD","assudan.net",197,1
"SDN","SD","news.sudanvisiondaily.com",234,1
"SDN","SD","news.sudanvisiondaily.com",250,1
"SDN","SD","news.sudanvisiondaily.com",244,1
"SDN","SD","news.sudanvisiondaily.com",248,1
"SDN","SD","news.sudanvisiondaily.com",244,1
"SDN","SD","news.sudanvisiondaily.com",261,1
"SDN","SD","news.sudanvisiondaily.com",246,1
"SDN","SD","news.sudanvisiondaily.com",250,1
"SDN","SD","news.sudanvisiondaily.com",244,1
"SDN","SD","news.sudanvisiondaily.com",281,1
"SDN","SD","www.akhbaralyoumsd.net",222,1
"SDN","SD","www.akhbaralyoumsd.net",212,1
"SDN","SD","www.akhbaralyoumsd.net",212,1
"SDN","SD","www.akhbaralyoumsd.net",222,1
"SDN","SD","www.akhbaralyoumsd.net",212,1
