"domain","cc","geoloc_cc",total_objects_size,"price1gb","price_mobile"
"www.theinfostrides.com","NG","US",380912,"3.7387","0.0013"
"www.thenewswriterng.com","NG","US",609926,"3.7387","0.0021"
"www.thenigerianvoice.com","NG","US",173414,"3.7387","0.0006"
"www.thetidenewsonline.com","NG","US",895781,"3.7387","0.0031"
"www.thisdaylive.com","NG","US",4410102,"3.7387","0.0154"
"www.tribune.com.ng","NG","SG",1442906,"3.7387","0.0050"
"www.turenchi.com","NG","US",718557,"3.7387","0.0025"
"www.tvcontinental.tv","NG","US",4569248,"3.7387","0.0159"
"www.urhobotimes.com","NG","US",275520,"3.7387","0.0010"
"www.vanguardngr.com","NG","US",1091657,"3.7387","0.0038"
"www.view.com.ng","NG","DE",272664,"3.7387","0.0009"
"www.yazonaija.com","NG","US",390590,"3.7387","0.0014"
"www.yohaig.com","NG","US",1011216,"3.7387","0.0035"
"www.younewsng.com","NG","US",2019690,"3.7387","0.0070"
"ynaija.com","NG","US",4637728,"3.7387","0.0161"
"focus.rw","RW","US",237693,"3.1964","0.0007"
"imvahonshya.co.rw","RW","US",13939456,"3.1964","0.0415"
"rwandawire.com","RW","US",280025,"3.1964","0.0008"
"www.newsofrwanda.com","RW","US",386597,"3.1964","0.0012"
"www.newtimes.co.rw","RW","US",44151,"3.1964","0.0001"
"www.rba.co.rw","RW","RW",6731134,"3.1964","0.0200"
"www.rnanews.com","RW","DK",440300,"3.1964","0.0013"
"www.therwandan.com","RW","FR",2254731,"3.1964","0.0067"
"www.nation.sc","SC","FR",362192,"19.1981","0.0065"
"www.sbc.sc","SC","SC",174,"19.1981","0.0000"
"www.seychellesnewsagency.com","SC","DE",383563,"19.1981","0.0069"
"www.seychellesweekly.com","SC","US",229207,"19.1981","0.0041"
"assudan.net","SD","US",1149646,"5.5690","0.0060"
"news.sudanvisiondaily.com","SD","US",362100,"5.5690","0.0019"
"suna-sd.net","SD","SD",7495281,"5.5690","0.0389"
"www.almshaheer.com","SD","DE",383879,"5.5690","0.0020"
"www.alsahafa.info","SD","US",275539,"5.5690","0.0014"
"www.rayaam.net","SD","US",329991,"5.5690","0.0017"
"www.sudanile.com","SD","GB",60492,"5.5690","0.0003"
"www.sudanjem.com","SD","NL",1806683,"5.5690","0.0094"
"www.sudantribune.com","SD","FR",259238,"5.5690","0.0013"
"www.sudantribune.net","SD","FR",196514,"5.5690","0.0010"
"awoko.org","SL","US",466055,"10.5184","0.0046"
"newctzen.com","SL","GB",330010,"10.5184","0.0032"
"politicosl.com","SL","US",930512,"10.5184","0.0091"
"radiodemocracy.sl","SL","NL",13540577,"10.5184","0.1326"
"salonepost.com","SL","US",3530,"10.5184","0.0000"
"slconcordtimes.com","SL","US",892594,"10.5184","0.0087"
"slpublicopinion.wordpress.com","SL","US",820828,"10.5184","0.0080"
"standardtimespress.org","SL","BG",732627,"10.5184","0.0072"
"thenewrisingsun.net","SL","US",6880,"10.5184","0.0001"
"www.apctimes.com","SL","US",973163,"10.5184","0.0095"
"www.cottontreenews.org","SL","CH",34245,"10.5184","0.0003"
"www.critiqueecho.com","SL","DK",3412098,"10.5184","0.0334"
"www.expotimesonline.net","SL","CA",252681,"10.5184","0.0025"
"www.ktvsl.com","SL","BG",1545343,"10.5184","0.0151"
"www.palmtreereports.com","SL","VG",9329,"10.5184","0.0001"
"www.premiermedia.sl","SL","US",347215,"10.5184","0.0034"
"www.salonereporter.net","SL","US",182101,"10.5184","0.0018"
"www.salonetoday.com","SL","IL",1070716,"10.5184","0.0105"
"www.sierraexpressmedia.com","SL","GB",1382502,"10.5184","0.0135"
"www.sierraherald.com","SL","GB",1083,"10.5184","0.0000"
"www.sierraleonenews.net","SL","US",1009874,"10.5184","0.0099"
"www.sierraleonepress.com","SL","US",480395,"10.5184","0.0047"
"www.sierraleonetimes.com","SL","US",1020076,"10.5184","0.0100"
"www.statehouse.gov.sl","SL","US",3298614,"10.5184","0.0323"
"www.switsalone.com","SL","US",1584222,"10.5184","0.0155"
"www.thenewpeople.com","SL","US",185198,"10.5184","0.0018"
"www.thepatrioticvanguard.com","SL","FR",2644,"10.5184","0.0000"
"www.thesierraleonetelegraph.com","SL","US",1330137,"10.5184","0.0130"
"www.thisissierraleone.com","SL","US",9846444,"10.5184","0.0965"
"www.voice-of-binkongoh.info","SL","US",1315607,"10.5184","0.0129"
"news.google.com","SN","US",602914,"7.1884","0.0040"
"senego.com","SN","US",3475080,"7.1884","0.0233"
"www.actusen.com","SN","FR",1278579,"7.1884","0.0086"
"www.aps.sn","SN","FR",461756,"7.1884","0.0031"
"www.arenebi.com","SN","CA",2431998,"7.1884","0.0163"
"www.au-senegal.com","SN","FR",168447,"7.1884","0.0011"
"www.dakaractu.com","SN","FR",14895632,"7.1884","0.0997"
"www.enqueteplus.com","SN","EU",1120679,"7.1884","0.0075"
"www.homeviewsenegal.com","SN","US",1444001,"7.1884","0.0097"
"www.igfm.sn","SN","GB",1459586,"7.1884","0.0098"
"www.lequotidien.sn","SN","US",1129317,"7.1884","0.0076"
"www.leral.net","SN","FR",5771390,"7.1884","0.0386"
"www.lesoleil.sn","SN","CH",327905,"7.1884","0.0022"
"www.leuksenegal.com","SN","US",199846,"7.1884","0.0013"
"www.rts.sn","SN","IT",1065926,"7.1884","0.0071"
"www.sen24heures.com","SN","FR",79784,"7.1884","0.0005"
"www.sen360.com","SN","FR",7345087,"7.1884","0.0492"
"www.senenews.com","SN","DE",812150,"7.1884","0.0054"
"www.senetoile.net","SN","GB",4462121,"7.1884","0.0299"
"www.seneweb.com","SN","US",8089219,"7.1884","0.0542"
"www.sudonline.sn","SN","US",98258,"7.1884","0.0007"
"www.walf-groupe.com","SN","FR",270199,"7.1884","0.0018"
"xalimasn.com","SN","US",2636824,"7.1884","0.0177"
"almaugif.com","SS","US",19256,"6.5254","0.0001"
"eyeradio.org","SS","SG",1005942,"6.5254","0.0061"
"sosanews.com","SS","US",414124,"6.5254","0.0025"
"southsudantoday.net","SS","US",361135,"6.5254","0.0022"
"southsudantribune.org","SS","US",264650,"6.5254","0.0016"
"www.bakhitaradio.org","SS","AU",1681097,"6.5254","0.0102"
"www.gurtong.net","SS","GB",1771019,"6.5254","0.0108"
"www.newsudanvision.com","SS","CA",115396,"6.5254","0.0007"
"www.southsudannation.com","SS","US",2524291,"6.5254","0.0153"
"www.southsudannewsagency.com","SS","US",49,"6.5254","0.0000"
"www.southsudantoday.net","SS","US",361154,"6.5254","0.0022"
"www.sudantribune.com","SS","FR",259238,"6.5254","0.0016"
"www.sudantribune.net","SS","FR",196514,"6.5254","0.0012"
"www.stp-press.st","ST","BG",721615,"9.6476","0.0065"
"www.stpdigital.net","ST","PT",909740,"9.6476","0.0082"
"www.telanon.info","ST","FR",2142062,"9.6476","0.0192"
"www.vitrina.st","ST","SE",39803,"9.6476","0.0004"
"tchadinfos.com","TD","US",4153311,"21.5484","0.0834"
"www.alwihdainfo.com","TD","FR",3059438,"21.5484","0.0614"
"www.journaldutchad.com","TD","FR",484487,"21.5484","0.0097"
"www.tchadactuel.com","TD","US",493002,"21.5484","0.0099"
"www.tchadvision.com","TD","US",192103,"21.5484","0.0039"
"atoptogo.blogspot.com","TG","US",173081,"8.5296","0.0014"
"lalternative-togo.com","TG","US",329991,"8.5296","0.0026"
"letempstg.com","TG","US",2505648,"8.5296","0.0199"
"togozine.com","TG","US",2966065,"8.5296","0.0236"
"tvt.tg","TG","US",1052739,"8.5296","0.0084"
"www.alome.com","TG","US",436887,"8.5296","0.0035"
"www.etiame.com","TG","FR",2989425,"8.5296","0.0237"
"www.focusinfos.net","TG","FR",796899,"8.5296","0.0063"
"www.icilome.com","TG","CA",1562630,"8.5296","0.0124"
"www.lomecite.com","TG","IN",1823771,"8.5296","0.0145"
"www.lomeinfos.com","TG","US",2168714,"8.5296","0.0172"
"www.radiogameli.com","TG","DK",584657,"8.5296","0.0046"
"www.radiolome.tg","TG","US",2907978,"8.5296","0.0231"
"www.togoactualite.com","TG","FR",1636766,"8.5296","0.0130"
"www.tultogo.com","TG","FR",11080,"8.5296","0.0001"
"ar.leaders.com.tn","TN","FR",43,"2.9269","0.0000"
"www.assabah.com.tn","TN","FR",606202,"2.9269","0.0017"
"www.attounissia.com.tn","TN","DE",17915,"2.9269","0.0000"
"www.babnet.net","TN","US",505117,"2.9269","0.0014"
"www.gnet.tn","TN","TN",148464,"2.9269","0.0004"
"www.infotunisie.com","TN","FR",718743,"2.9269","0.0020"
"www.lapresse.tn","TN","TN",234812,"2.9269","0.0006"
"www.leaders.com.tn","TN","FR",43,"2.9269","0.0000"
"www.leconomistemaghrebin.com","TN","FR",621788,"2.9269","0.0017"
"www.lemaghreb.tn","TN","GB",203460,"2.9269","0.0006"
"www.letemps.com.tn","TN","FR",655096,"2.9269","0.0018"
"www.lexpertjournal.net","TN","FR",2047435,"2.9269","0.0056"
"www.radiotunis.com","TN","US",1166915,"2.9269","0.0032"
"www.realites.com.tn","TN","US",1547160,"2.9269","0.0042"
"www.tunisiadaily.com","TN","US",1158882,"2.9269","0.0032"
"www.tunisiaonlinenews.com","TN","US",397667,"2.9269","0.0011"
"www.tunisiefocus.com","TN","FR",433001,"2.9269","0.0012"
"www.tunivisions.net","TN","FR",1484695,"2.9269","0.0040"
"www.watania1.tn","TN","NL",1657101,"2.9269","0.0045"
"jamboleonews.blogspot.com","TZ","US",172131,"3.3433","0.0005"
"majira-hall.blogspot.com","TZ","US",724086,"3.3433","0.0023"
"mtanzania.co.tz","TZ","CA",766135,"3.3433","0.0024"
"mzalendo.net","TZ","US",1279118,"3.3433","0.0040"
"news.google.com","TZ","US",602914,"3.3433","0.0019"
"startvtz.com","TZ","US",302016,"3.3433","0.0009"
"www.arushatimes.co.tz","TZ","DE",5198,"3.3433","0.0000"
"www.businesstimes.co.tz","TZ","DE",273412,"3.3433","0.0009"
"www.dailynews.co.tz","TZ","US",465057,"3.3433","0.0014"
"www.freemedia.co.tz","TZ","SE",2029919,"3.3433","0.0063"
"www.habarileo.co.tz","TZ","US",51203,"3.3433","0.0002"
"www.magazetini.com","TZ","US",44456,"3.3433","0.0001"
"www.mwanahalisi.co.tz","TZ","US",25273,"3.3433","0.0001"
"www.mwananchi.co.tz","TZ","GB",266687,"3.3433","0.0008"
"www.mwanaspoti.co.tz","TZ","GB",276953,"3.3433","0.0009"
"www.nifahamishe.com","TZ","US",98258,"3.3433","0.0003"
"www.raiamwema.co.tz","TZ","CA",698272,"3.3433","0.0022"
"www.tanzaniatoday.co.tz","TZ","US",37620113,"3.3433","0.1171"
"www.tbc.go.tz","TZ","TZ",61356,"3.3433","0.0002"
"www.thecitizen.co.tz","TZ","GB",44785,"3.3433","0.0001"
"www.theeastafrican.co.ke","TZ","US",668340,"3.3433","0.0021"
"abcafricanews.com","UG","US",1565943,"6.8062","0.0099"
"bbstv.ug","UG","US",2681207,"6.8062","0.0170"
"capitalradio.co.ug","UG","US",6433611,"6.8062","0.0408"
"dailypost.ug","UG","US",2174653,"6.8062","0.0138"
"eagle.co.ug","UG","US",900518,"6.8062","0.0057"
"kampalasun.co.ug","UG","US",2053671,"6.8062","0.0130"
"kfm.co.ug","UG","US",268247,"6.8062","0.0017"
"nbs.ug","UG","US",2101143,"6.8062","0.0133"
"news.google.com","UG","US",602914,"6.8062","0.0038"
"newslexpoint.com","UG","GB",7660293,"6.8062","0.0486"
"radioonefm90.com","UG","MU",1597110,"6.8062","0.0101"
"theinsider.ug","UG","US",3187908,"6.8062","0.0202"
"theinvestigatornews.com","UG","US",1480663,"6.8062","0.0094"
"tvwest.co.ug","UG","US",2527269,"6.8062","0.0160"
"ubc.ug","UG","US",1633007,"6.8062","0.0104"
"ugandaradionetwork.com","UG","US",98672,"6.8062","0.0006"
"www.acholitimes.com","UG","US",1272979,"6.8062","0.0081"
"www.akaboozi.fm","UG","MU",784475,"6.8062","0.0050"
"www.bugandawatch.com","UG","US",3143644,"6.8062","0.0199"
"www.bukedde.co.ug","UG","SG",726287,"6.8062","0.0046"
"www.independent.co.ug","UG","GB",5420564,"6.8062","0.0344"
"www.kawowo.com","UG","CA",1947449,"6.8062","0.0123"
"www.mediacentre.go.ug","UG","DE",811917,"6.8062","0.0051"
"www.monitor.co.ug","UG","GB",58189,"6.8062","0.0004"
"www.newvision.co.ug","UG","SG",926222,"6.8062","0.0059"
"www.ntv.co.ug","UG","US",1234378,"6.8062","0.0078"
"www.observer.ug","UG","US",672910,"6.8062","0.0043"
"www.radiowa.org","UG","IT",1876109,"6.8062","0.0119"
"www.ugandanews.net","UG","US",992175,"6.8062","0.0063"
"xpresstimes.co.ug","UG","US",2668601,"6.8062","0.0169"
"africanreporter.co.za","ZA","US",1394301,"11.1144","0.0144"
"albertonrecord.co.za","ZA","US",1938777,"11.1144","0.0201"
"alexnews.co.za","ZA","US",1272885,"11.1144","0.0132"
"bedfordviewedenvalenews.co.za","ZA","US",1575230,"11.1144","0.0163"
"benonicitytimes.co.za","ZA","US",1474043,"11.1144","0.0153"
"bereamail.co.za","ZA","US",1636272,"11.1144","0.0169"
"boksburgadvertiser.co.za","ZA","US",2383537,"11.1144","0.0247"
"brakpanherald.co.za","ZA","US",1503251,"11.1144","0.0156"
"buzzsouthafrica.com","ZA","US",544728,"11.1144","0.0056"
"citizen.co.za","ZA","ZA",2580479,"11.1144","0.0267"
"citybuzz.co.za","ZA","US",1216760,"11.1144","0.0126"
"comarochronicle.co.za","ZA","US",1230093,"11.1144","0.0127"
"dieson.mobi","ZA","ZA",175914,"11.1144","0.0018"
"ewn.co.za","ZA","ZA",4931507,"11.1144","0.0510"
"fourwaysreview.co.za","ZA","US",1279256,"11.1144","0.0132"
"germistoncitynews.co.za","ZA","US",1483467,"11.1144","0.0154"
"highwaymail.co.za","ZA","US",1356929,"11.1144","0.0140"
"isoexpress.co.za","ZA","ZA",176475,"11.1144","0.0018"
"joburgeastexpress.co.za","ZA","US",1246235,"11.1144","0.0129"
"kemptonexpress.co.za","ZA","US",1540193,"11.1144","0.0159"
"krugersdorpnews.co.za","ZA","US",1502262,"11.1144","0.0156"
"ladysmithgazette.co.za","ZA","US",2768090,"11.1144","0.0287"
"landbou.com","ZA","ZA",483751,"11.1144","0.0050"
"lowvelder.co.za","ZA","US",1555978,"11.1144","0.0161"
"maritzburgsun.co.za","ZA","US",1585280,"11.1144","0.0164"
"mg.co.za","ZA","US",3383351,"11.1144","0.0350"
"midrandreporter.co.za","ZA","US",1280987,"11.1144","0.0133"
"mthathaexpress.co.za","ZA","ZA",176475,"11.1144","0.0018"
"newcastleadvertiser.co.za","ZA","US",1525753,"11.1144","0.0158"
"news.google.com","ZA","US",602914,"11.1144","0.0062"
"northcliffmelvilletimes.co.za","ZA","US",1492522,"11.1144","0.0154"
"northeasterntribune.co.za","ZA","US",1279225,"11.1144","0.0132"
"northglennews.co.za","ZA","US",1843437,"11.1144","0.0191"
"polokwaneexpress.co.za","ZA","ZA",1454670,"11.1144","0.0151"
"randburgsun.co.za","ZA","US",1503816,"11.1144","0.0156"
"rekordcenturion.co.za","ZA","US",1742920,"11.1144","0.0180"
"rekordeast.co.za","ZA","US",1793546,"11.1144","0.0186"
"risingsunchatsworth.co.za","ZA","US",3261983,"11.1144","0.0338"
"sandtonchronicle.co.za","ZA","US",1398057,"11.1144","0.0145"
"sandtonmag.co.za","ZA","US",368851,"11.1144","0.0038"
"sedibengster.com","ZA","ZA",598332,"11.1144","0.0062"
"southafricatoday.net","ZA","US",930887,"11.1144","0.0096"
"southcoastherald.co.za","ZA","US",2062365,"11.1144","0.0213"
"southcoastsun.co.za","ZA","US",2123525,"11.1144","0.0220"
"southlandssun.co.za","ZA","US",2745024,"11.1144","0.0284"
"stfrancischronicle.com","ZA","US",867690,"11.1144","0.0090"
"www.702.co.za","ZA","ZA",413638,"11.1144","0.0043"
"www.ann7.com","ZA","ZA",5154806,"11.1144","0.0534"
"www.ballitonews.co.za","ZA","US",1684233,"11.1144","0.0174"
"www.beeld.com","ZA","ZA",782861,"11.1144","0.0081"
"www.capetalk.co.za","ZA","ZA",348871,"11.1144","0.0036"
"www.carletonvilleherald.com","ZA","ZA",638054,"11.1144","0.0066"
"www.cbn.co.za","ZA","ZA",915099,"11.1144","0.0095"
"www.channelafrica.co.za","ZA","ZA",996,"11.1144","0.0000"
"www.citypress.co.za","ZA","ZA",16881813,"11.1144","0.1747"
"www.cxpress.co.za","ZA","ZA",53097,"11.1144","0.0005"
"www.dailymaverick.co.za","ZA","US",522657,"11.1144","0.0054"
"www.dieburger.com","ZA","ZA",745997,"11.1144","0.0077"
"www.dispatchlive.co.za","ZA","US",1466023,"11.1144","0.0152"
"www.districtmail.com","ZA","ZA",789358,"11.1144","0.0082"
"www.durbannews.co.za","ZA","US",39984200,"11.1144","0.4139"
"www.eastlondonexpress.co.za","ZA","ZA",171965,"11.1144","0.0018"
"www.ecr.co.za","ZA","US",2427494,"11.1144","0.0251"
"www.edenexpress.co.za","ZA","ZA",171965,"11.1144","0.0018"
"www.edgecommunitynews.com","ZA","DE",2677224,"11.1144","0.0277"
"www.eikestadnuus.co.za","ZA","ZA",787310,"11.1144","0.0081"
"www.enca.com","ZA","IE",17343,"11.1144","0.0002"
"www.expatica.com","ZA","NL",589147,"11.1144","0.0061"
"www.gbn.co.za","ZA","ZA",446761,"11.1144","0.0046"
"www.georgeherald.com","ZA","ZA",1122248,"11.1144","0.0116"
"www.greytown.co.za","ZA","ZA",526316,"11.1144","0.0054"
"www.grocotts.co.za","ZA","ZA",6079603,"11.1144","0.0629"
"www.heidelbergnigelheraut.co.za","ZA","US",2004711,"11.1144","0.0208"
"www.heraldlive.co.za","ZA","US",1427842,"11.1144","0.0148"
"www.hermanustimes.co.za","ZA","ZA",789358,"11.1144","0.0082"
"www.ilanganews.co.za","ZA","ZA",418859,"11.1144","0.0043"
"www.iol.co.za","ZA","US",382029,"11.1144","0.0040"
"www.jbaynews.com","ZA","ZA",618101,"11.1144","0.0064"
"www.kbn.co.za","ZA","ZA",431559,"11.1144","0.0045"
"www.koerant.co.za","ZA","BG",1424735,"11.1144","0.0147"
"www.kormorant.co.za","ZA","US",1159393,"11.1144","0.0120"
"www.kougaexpress.co.za","ZA","ZA",171965,"11.1144","0.0018"
"www.kwevoel.co.za","ZA","ZA",2147330,"11.1144","0.0222"
"www.lenasia-times.co.za","ZA","US",126348,"11.1144","0.0013"
"www.lenzinfo.co.za","ZA","US",892377,"11.1144","0.0092"
"www.netwerk24.com","ZA","ZA",12804973,"11.1144","0.1325"
"www.news.co.za","ZA","GB",3663761,"11.1144","0.0379"
"www.news24.com","ZA","ZA",179885,"11.1144","0.0019"
"www.noseweek.co.za","ZA","ZA",316886,"11.1144","0.0033"
"www.observer.co.za","ZA","ZA",1509712,"11.1144","0.0156"
"www.ofm.co.za","ZA","ZA",1548386,"11.1144","0.0160"
"www.paarlpost.co.za","ZA","ZA",785262,"11.1144","0.0081"
"www.pe-express.co.za","ZA","ZA",171965,"11.1144","0.0018"
"www.peoplespost.co.za","ZA","ZA",171965,"11.1144","0.0018"
"www.pmbfever.co.za","ZA","ZA",171965,"11.1144","0.0018"
"www.politicsweb.co.za","ZA","ZA",4240,"11.1144","0.0000"
"www.polity.org.za","ZA","ZA",131377,"11.1144","0.0014"
"www.potchefstroomherald.co.za","ZA","ZA",1479450,"11.1144","0.0153"
"www.rapport.co.za","ZA","ZA",738829,"11.1144","0.0076"
"www.risingsunlenasia.co.za","ZA","US",1017283,"11.1144","0.0105"
"www.sabc.co.za","ZA","ZA",1947787,"11.1144","0.0202"
"www.sagoodnews.co.za","ZA","DE",4450248,"11.1144","0.0461"
"www.sake24.com","ZA","ZA",769902,"11.1144","0.0080"
"www.southafrica.info","ZA","ZA",43772,"11.1144","0.0005"
"www.southafrica2day.com","ZA","US",819518,"11.1144","0.0085"
"www.sowetanlive.co.za","ZA","US",63102,"11.1144","0.0007"
"www.sport24.co.za","ZA","ZA",177206,"11.1144","0.0018"
"www.sportelizabeth.co.za","ZA","ZA",1510672,"11.1144","0.0156"
"www.sunshinecoastexpress.co.za","ZA","ZA",172065,"11.1144","0.0018"
"www.supersport.com","ZA","ZA",277549,"11.1144","0.0029"
"www.theannouncer.co.za","ZA","ZA",968141,"11.1144","0.0100"
"www.thebugle.co.za","ZA","ZA",446539,"11.1144","0.0046"
"www.thenewage.co.za","ZA","ZA",2842350,"11.1144","0.0294"
"www.thenewspaper.co.za","ZA","US",1246873,"11.1144","0.0129"
"www.timeslive.co.za","ZA","US",12748,"11.1144","0.0001"
"www.tygerburger.co.za","ZA","ZA",795502,"11.1144","0.0082"
"www.ud-news.co.za","ZA","ZA",172065,"11.1144","0.0018"
"www.umhlanganews.co.za","ZA","US",9815840,"11.1144","0.1016"
"www.vaalweekblad.com","ZA","ZA",702028,"11.1144","0.0073"
"www.vocfm.co.za","ZA","DE",8315046,"11.1144","0.0861"
"www.volksblad.com","ZA","ZA",785933,"11.1144","0.0081"
"www.weslander.co.za","ZA","ZA",786286,"11.1144","0.0081"
"www.zoutnet.co.za","ZA","ZA",90055,"11.1144","0.0009"
"zululandobserver.co.za","ZA","US",2205008,"11.1144","0.0228"
"breezefmchipata.com","ZM","DK",19190938,"16.4945","0.2948"
"lusakastar.com","ZM","DE",2562544,"16.4945","0.0394"
"lusakavoice.com","ZM","US",860505,"16.4945","0.0132"
"maravi.blogspot.com","ZM","US",173556,"16.4945","0.0027"
"theglobenewspaper.blogspot.com","ZM","US",172131,"16.4945","0.0026"
"ukzambians.co.uk","ZM","NL",607243,"16.4945","0.0093"
"www.chikuniradiozm.org","ZM","US",118192,"16.4945","0.0018"
"www.daily-mail.co.zm","ZM","ZM",16561833,"16.4945","0.2544"
"www.dailynation.news","ZM","US",788034,"16.4945","0.0121"
"www.flavafm.co.zm","ZM","US",569648,"16.4945","0.0088"
"www.kitwetimes.com","ZM","US",1032219,"16.4945","0.0159"
"www.lusakatimes.com","ZM","US",1027638,"16.4945","0.0158"
"www.miningnewszambia.com","ZM","ZA",1771019,"16.4945","0.0272"
"www.muvitv.com","ZM","US",1986203,"16.4945","0.0305"
"www.mwebantu.news","ZM","US",421295,"16.4945","0.0065"
"www.openzambia.com","ZM","US",1380335,"16.4945","0.0212"
"www.pgzambia.com","ZM","GB",532388,"16.4945","0.0082"
"www.qfmzambia.com","ZM","US",856378,"16.4945","0.0132"
"www.radiomaria.org.zm","ZM","IT",5899751,"16.4945","0.0906"
"www.talk90point5.co.zm","ZM","ZM",3969377,"16.4945","0.0610"
"www.techtrends.co.zm","ZM","GB",12675479,"16.4945","0.1947"
"www.themastonline.com","ZM","ZA",1852774,"16.4945","0.0285"
"www.times.co.zm","ZM","ZA",1370069,"16.4945","0.0210"
"www.tumfweko.com","ZM","US",818942,"16.4945","0.0126"
"www.zambiainvest.com","ZM","IT",920967,"16.4945","0.0141"
"www.zambian-economist.com","ZM","US",177256,"16.4945","0.0027"
"www.zambian.com","ZM","US",206117,"16.4945","0.0032"
"www.zambianews.net","ZM","US",1019661,"16.4945","0.0157"
"www.zambianewsonline.com","ZM","DE",1445426,"16.4945","0.0222"
"www.zambianintelligencenews.com","ZM","US",686758,"16.4945","0.0105"
"www.zambianobserver.com","ZM","US",1436932,"16.4945","0.0221"
"www.zambianpolitics.com","ZM","GB",1890180,"16.4945","0.0290"
"www.zambiawatchdog.com","ZM","US",227360,"16.4945","0.0035"
"www.znbc.co.zm","ZM","US",6790679,"16.4945","0.1043"
"zambia-times.com","ZM","GB",423228,"16.4945","0.0065"
"zambia24.com","ZM","US",289594,"16.4945","0.0044"
"zambiabusinesstimes.com","ZM","ZA",7167678,"16.4945","0.1101"
"zambianewsnetwork.com","ZM","US",1351389,"16.4945","0.0208"
"zambianeye.com","ZM","US",736952,"16.4945","0.0113"
"zambiareports.com","ZM","GB",738886,"16.4945","0.0114"
"263chat.com","ZW","US",1227235,"31.6667","0.0362"
"bulawayo24.com","ZW","GB",499599,"31.6667","0.0147"
"hmetro.co.zw","ZW","US",779196,"31.6667","0.0230"
"iharare.com","ZW","US",1253042,"31.6667","0.0370"
"kwekwebiz.com","ZW","US",2241287,"31.6667","0.0661"
"manicapost.co.zw","ZW","US",1068473,"31.6667","0.0315"
"nehandaradio.com","ZW","US",1524020,"31.6667","0.0449"
"nehandatv.com","ZW","US",443610,"31.6667","0.0131"
"news.google.com","ZW","US",602914,"31.6667","0.0178"
"newsofthesouth.com","ZW","GB",618706,"31.6667","0.0182"
"newsvyb.com","ZW","US",134822,"31.6667","0.0040"
"newzimbabwevision.com","ZW","DE",1389506,"31.6667","0.0410"
"nhasimugweru.blogspot.com","ZW","US",209515,"31.6667","0.0062"
"patsakacommunityradio.org","ZW","US",1392362,"31.6667","0.0411"
"source.co.zw","ZW","US",1619681,"31.6667","0.0478"
"sportbrief.co.zw","ZW","GB",1728621,"31.6667","0.0510"
"thepeoplesvoice.org.zw","ZW","GB",553410,"31.6667","0.0163"
"thesoutherndaily.co.zw","ZW","US",810763,"31.6667","0.0239"
"thezimbabwemail.com","ZW","US",1984799,"31.6667","0.0585"
"victoriafalls24.com","ZW","ZA",4123456,"31.6667","0.1216"
"www.3-mob.com","ZW","US",842786,"31.6667","0.0249"
"www.b-metro.co.zw","ZW","ZA",1180480,"31.6667","0.0348"
"www.bh24.co.zw","ZW","US",1358230,"31.6667","0.0401"
"www.bizday.co.zw","ZW","",121692,"31.6667","0.0036"
"www.businessdaily.co.zw","ZW","GB",727448,"31.6667","0.0215"
"www.chronicle.co.zw","ZW","US",4686082,"31.6667","0.1382"
"www.financialgazette.co.zw","ZW","ZA",5197867,"31.6667","0.1533"
"www.harare24.com","ZW","GB",266919,"31.6667","0.0079"
"www.hararenews.co.zw","ZW","GB",847453,"31.6667","0.0250"
"www.herald.co.zw","ZW","US",1427630,"31.6667","0.0421"
"www.insiderzim.com","ZW","CA",150564,"31.6667","0.0044"
"www.kwayedza.co.zw","ZW","US",804198,"31.6667","0.0237"
"www.masvingomirror.com","ZW","US",308297,"31.6667","0.0091"
"www.mybulawayo.com","ZW","NL",685532,"31.6667","0.0202"
"www.myzimbabwe.co.zw","ZW","US",1080757,"31.6667","0.0319"
"www.newsday.co.zw","ZW","BG",2258819,"31.6667","0.0666"
"www.newsdzezimbabwe.co.uk","ZW","US",215441,"31.6667","0.0064"
"www.newzimbabwe.com","ZW","GB",214253,"31.6667","0.0063"
"www.radiovop.com","ZW","ZA",229583,"31.6667","0.0068"
"www.soccer24.co.zw","ZW","GB",1729692,"31.6667","0.0510"
"www.southerneye.co.zw","ZW","BG",259985,"31.6667","0.0077"
"www.sundaymail.co.zw","ZW","US",2110233,"31.6667","0.0622"
"www.sundaynews.co.zw","ZW","ZA",1190696,"31.6667","0.0351"
"www.technomag.co.zw","ZW","US",2172865,"31.6667","0.0641"
"www.techzim.co.zw","ZW","GB",1833426,"31.6667","0.0541"
"www.tellzim.com","ZW","US",1458548,"31.6667","0.0430"
"www.thebusinessconnect.co.zw","ZW","US",3310589,"31.6667","0.0976"
"www.theindependent.co.zw","ZW","BG",1777469,"31.6667","0.0524"
"www.thepatriot.co.zw","ZW","ZA",3436138,"31.6667","0.1013"
"www.thestandard.co.zw","ZW","BG",693988,"31.6667","0.0205"
"www.thezimbabwean.co","ZW","US",759004,"31.6667","0.0224"
"www.thezimbabwedaily.com","ZW","GB",707489,"31.6667","0.0209"
"www.thezimbabwenewslive.com","ZW","US",567697,"31.6667","0.0167"
"www.umthunywa.co.zw","ZW","ZA",1155899,"31.6667","0.0341"
"www.voandebele.com","ZW","NL",121032,"31.6667","0.0036"
"www.voashona.com","ZW","NL",58374,"31.6667","0.0017"
"www.voazimbabwe.com","ZW","NL",56258,"31.6667","0.0017"
