"domain","cc","geoloc_cc",total_objects_size,"price1gb","price_mobile"
"www.zbc.co.zw","ZW","US",3588031,"31.6667","0.1058"
"www.zimbabwebusinessnews.com","ZW","US",1770,"31.6667","0.0001"
"www.zimbabwelatestnews.net","ZW","US",1489651,"31.6667","0.0439"
"www.zimbabwenews.net","ZW","US",1017931,"31.6667","0.0300"
"www.zimbabwenews.today","ZW","US",303007,"31.6667","0.0089"
"www.zimbabwenewsonline.com","ZW","US",1034194,"31.6667","0.0305"
"www.zimbabweonlinenews.com","ZW","US",366968,"31.6667","0.0108"
"www.zimbabwesituation.com","ZW","NL",264006,"31.6667","0.0078"
"www.zimbabwestar.com","ZW","US",998336,"31.6667","0.0294"
"www.zimbojam.com","ZW","GB",1279523,"31.6667","0.0377"
"www.zimdaily.com","ZW","BG",1939303,"31.6667","0.0572"
"www.zimeye.net","ZW","US",1905596,"31.6667","0.0562"
"www.zimmetro.com","ZW","DE",779945,"31.6667","0.0230"
"zifmstereo.co.zw","ZW","US",701134,"31.6667","0.0207"
"zimbabwe-today.com","ZW","US",2486991,"31.6667","0.0733"
"zimbabwedigitalnews.com","ZW","ZA",34130259,"31.6667","1.0066"
"zimbabweelection.com","ZW","US",1293402,"31.6667","0.0381"
"zimbabwehub.com","ZW","US",3127058,"31.6667","0.0922"
"zimbabwenews.co.uk","ZW","US",1348089,"31.6667","0.0398"
"zimbuzz.co.zw","ZW","US",692871,"31.6667","0.0204"
"zimmetro.net","ZW","GB",372502,"31.6667","0.0110"
"zimnews.net","ZW","US",1231562,"31.6667","0.0363"
"zimonlinenews.com","ZW","CA",2205437,"31.6667","0.0650"
