"domain","cc","geoloc_cc",size_mobile,"price1gb","price_mobile",size_desktop,"price_desktop"
"www.maledatimes.com","ET","US",69559,"6.2018","0.0004",88439,"0.0005"
"www.nazret.com","ET","BG",276937,"6.2018","0.0016",276994,"0.0016"
"www.newbusinessethiopia.com","ET","US",164173,"6.2018","0.0009",164173,"0.0009"
"www.waltainfo.com","ET","US",73700,"6.2018","0.0004",73700,"0.0004"
"www.zehabesha.com","ET","US",248792,"6.2018","0.0014",247487,"0.0014"
"gabonreview.com","GA","FR",111068,"11.6720","0.0012",111068,"0.0012"
"www.agpgabon.ga","GA","FR",23874,"11.6720","0.0003",23874,"0.0003"
"www.gabonactu.com","GA","CH",213159,"11.6720","0.0023",212878,"0.0023"
"www.gaboneco.com","GA","FR",58361,"11.6720","0.0006",58361,"0.0006"
"www.gabonlibre.com","GA","FR",168463,"11.6720","0.0018",168463,"0.0018"
"www.infosplusgabon.com","GA","US",42623,"11.6720","0.0005",42460,"0.0005"
"www.union.sonapresse.com","GA","FR",140366,"11.6720","0.0015",140366,"0.0015"
"buzzghana.com","GH","US",99925,"5.0021","0.0005",101253,"0.0005"
"exposeghana.com","GH","US",57380,"5.0021","0.0003",57380,"0.0003"
"ghananewslink.com","GH","US",94371,"5.0021","0.0004",94371,"0.0004"
"ghheadlines.com","GH","DE",216591,"5.0021","0.0010",216591,"0.0010"
"happyghana.com","GH","US",73458,"5.0021","0.0003",72205,"0.0003"
"news.google.com","GH","US",591426,"5.0021","0.0028",1114829,"0.0052"
"thebftonline.com","GH","US",33877,"5.0021","0.0002",33879,"0.0002"
"theheraldghana.com","GH","US",42966,"5.0021","0.0002",42966,"0.0002"
"thenewcrusadingguideonline.com","GH","US",141777,"5.0021","0.0007",141777,"0.0007"
"tv3network.com","GH","US",126395,"5.0021","0.0006",126388,"0.0006"
"vibeghana.com","GH","US",93785,"5.0021","0.0004",93785,"0.0004"
"wn.com","GH","GB",350913,"5.0021","0.0016",350913,"0.0016"
"www.allghananews.com","GH","US",128555,"5.0021","0.0006",128555,"0.0006"
"www.citifmonline.com","GH","US",117915,"5.0021","0.0005",117915,"0.0005"
"www.dailyguideghana.com","GH","DE",75796,"5.0021","0.0004",75796,"0.0004"
"www.gbcghana.com","GH","US",43610,"5.0021","0.0002",43610,"0.0002"
"www.ghana.gov.gh","GH","GH",41150,"5.0021","0.0002",41150,"0.0002"
"www.ghanabusinessnews.com","GH","US",70997,"5.0021","0.0003",70774,"0.0003"
"www.ghanadot.com","GH","US",53274,"5.0021","0.0002",53274,"0.0002"
"www.ghanaiantimes.com.gh","GH","US",102880,"5.0021","0.0005",102880,"0.0005"
"www.ghanamma.com","GH","US",202531,"5.0021","0.0009",203712,"0.0009"
"www.ghananewsagency.org","GH","US",60548,"5.0021","0.0003",37463,"0.0002"
"www.ghanasoccernet.com","GH","US",65422,"5.0021","0.0003",89295,"0.0004"
"www.ghanatoday.com","GH","NL",82573,"5.0021","0.0004",82573,"0.0004"
"www.ghanavoice.com","GH","US",13866,"5.0021","0.0001",13866,"0.0001"
"www.ghanaweb.com","GH","US",47334,"5.0021","0.0002",27466,"0.0001"
"www.infoghana.info","GH","CZ",79973,"5.0021","0.0004",79973,"0.0004"
"www.kapital971.com","GH","US",72820,"5.0021","0.0003",74616,"0.0003"
"www.metroworld.tv","GH","US",18201,"5.0021","0.0001",18201,"0.0001"
"www.modernghana.com","GH","US",71021,"5.0021","0.0003",80823,"0.0004"
"www.myjoyonline.com","GH","CA",395888,"5.0021","0.0018",385305,"0.0018"
"www.newsghana.com.gh","GH","US",227736,"5.0021","0.0011",229041,"0.0011"
"www.reportghananews.com","GH","US",43922,"5.0021","0.0002",49240,"0.0002"
"www.theenquirerweb.com","GH","US",23697,"5.0021","0.0001",23697,"0.0001"
"www.thinkghana.com","GH","US",32058,"5.0021","0.0001",31380,"0.0001"
"foroyaa.gm","GM","US",279433,"111.2786","0.0290",279433,"0.0290"
"gainako.com","GM","US",172133,"111.2786","0.0178",172133,"0.0178"
"www.banjulfocus.com","GM","US",40924,"111.2786","0.0042",40924,"0.0042"
"www.freedomnewspaper.com","GM","US",288153,"111.2786","0.0299",286377,"0.0297"
"www.grts.gm","GM","GM",86143,"111.2786","0.0089",86143,"0.0089"
"www.jollofnews.com","GM","US",112100,"111.2786","0.0116",112613,"0.0117"
"www.thegambiaecho.com","GM","US",205581,"111.2786","0.0213",205581,"0.0213"
"aminata.com","GQ","US",266299,NULL,NULL,266299,NULL
"guinea-forum.org","GQ","CA",31191,NULL,NULL,59931,NULL
"guineeactu.info","GQ","CH",59469,NULL,NULL,59380,NULL
"guineenews.org","GQ","US",298946,NULL,NULL,300097,NULL
"lelynx.net","GQ","US",48726,NULL,NULL,48726,NULL
"lexpressguinee.com","GQ","FR",82988,NULL,NULL,82988,NULL
"www.africaguinee.com","GQ","CH",206246,NULL,NULL,206246,NULL
"www.aujourdhui-en-guinee.com","GQ","FR",79013,NULL,NULL,79013,NULL
"www.enqueteur-gn.info","GQ","US",111720,NULL,NULL,111720,NULL
"www.guinee360.com","GQ","FR",118919,NULL,NULL,118919,NULL
"www.guinee7.com","GQ","FR",54755,NULL,NULL,300016,NULL
"www.guineepresse.info","GQ","DK",84525,NULL,NULL,84525,NULL
"www.infoguinee.com","GQ","US",72143,NULL,NULL,72140,NULL
"www.kababachir.com","GQ","FR",463125,NULL,NULL,463124,NULL
"www.lejourguinee.com","GQ","US",272108,NULL,NULL,272108,NULL
"www.mediaguinee.net","GQ","FR",519374,NULL,NULL,519382,NULL
"www.nlsguinee.com","GQ","CH",305718,NULL,NULL,305718,NULL
"www.nrgui.com","GQ","FR",126639,NULL,NULL,126639,NULL
"www.radio-kankan.com","GQ","DE",169487,NULL,NULL,169487,NULL
"www.rtg-conakry.com","GQ","US",53201,NULL,NULL,53201,NULL
"www.bissaudigital.com","GW","PT",26096,"61.0538","0.0015",26096,"0.0015"
"www.gaznot.com","GW","CH",57707,"61.0538","0.0033",57217,"0.0033"
"www.gbissau.com","GW","US",39683,"61.0538","0.0023",139934,"0.0080"
"www.radiojovem.info","GW","FR",174159,"61.0538","0.0099",174178,"0.0099"
"buzzkenya.com","KE","US",241197,"4.2458","0.0010",241197,"0.0010"
"mediamaxnetwork.co.ke","KE","US",197038,"4.2458","0.0008",184153,"0.0007"
"news.google.com","KE","US",594284,"4.2458","0.0023",1120888,"0.0044"
"ntv.nation.co.ke","KE","US",39547,"4.2458","0.0002",39547,"0.0002"
"theweeklyadvertiser.com","KE","US",26636,"4.2458","0.0001",26637,"0.0001"
"www.businessdailyafrica.com","KE","US",82768,"4.2458","0.0003",82543,"0.0003"
"www.capitalfm.co.ke","KE","US",76115,"4.2458","0.0003",76072,"0.0003"
"www.citizentv.co.ke","KE","US",82853,"4.2458","0.0003",82852,"0.0003"
"www.coastweek.com","KE","US",619447,"4.2458","0.0024",619447,"0.0024"
"www.kbc.co.ke","KE","KE",271947,"4.2458","0.0011",271947,"0.0011"
"www.kenya-today.com","KE","US",45442,"4.2458","0.0002",56629,"0.0002"
"www.kenyamoja.com","KE","US",266457,"4.2458","0.0011",266020,"0.0011"
"www.kenyan-post.com","KE","US",123096,"4.2458","0.0005",123097,"0.0005"
"www.mediamaxnetwork.co.ke","KE","US",199665,"4.2458","0.0008",185358,"0.0007"
"www.nairobigossips.com","KE","US",42658,"4.2458","0.0002",203547,"0.0008"
"www.nation.co.ke","KE","US",94805,"4.2458","0.0004",94807,"0.0004"
"www.news24.co.ke","KE","ZA",141937,"4.2458","0.0006",92074,"0.0004"
"www.standardmedia.co.ke","KE","US",93840,"4.2458","0.0004",74138,"0.0003"
"www.the-star.co.ke","KE","US",173700,"4.2458","0.0007",151975,"0.0006"
"www.theeastafrican.co.ke","KE","US",58506,"4.2458","0.0002",58511,"0.0002"
"www.x-news.co.ke","KE","US",104051,"4.2458","0.0004",104043,"0.0004"
"www.comores-actualites.com","KM","GB",63202,"11.9827","0.0007",70081,"0.0008"
"www.comores-infos.net","KM","DE",129263,"11.9827","0.0014",129505,"0.0014"
"www.habarizacomores.com","KM","US",808549,"11.9827","0.0090",808410,"0.0090"
"gnnliberia.com","LR","US",101974,"5.0000","0.0005",101973,"0.0005"
"heritageliberia.net","LR","US",7597,"5.0000","0.0000",7597,"0.0000"
"monroviainquirer.com","LR","US",134850,"5.0000","0.0006",134850,"0.0006"
"theliberiandialogue.org","LR","US",58511,"5.0000","0.0003",58511,"0.0003"
"theliberiantimes.weebly.com","LR","US",17534,"5.0000","0.0001",17534,"0.0001"
"www.bushchicken.com","LR","US",78720,"5.0000","0.0004",218102,"0.0010"
"www.frontpageafricaonline.com","LR","US",193383,"5.0000","0.0009",172711,"0.0008"
"www.liberian-connection.net","LR","JP",13845,"5.0000","0.0001",13845,"0.0001"
"www.mylbsonline.net","LR","US",18165,"5.0000","0.0001",18097,"0.0001"
"www.theliberianjournal.com","LR","US",26317,"5.0000","0.0001",26317,"0.0001"
"www.thenewdawnliberia.com","LR","US",1716237,"5.0000","0.0080",1716237,"0.0080"
"www.thenewslib.com","LR","US",56092,"5.0000","0.0003",56092,"0.0003"
"www.thepalavahut.org","LR","US",49658,"5.0000","0.0002",49658,"0.0002"
"www.theperspective.org","LR","US",297955,"5.0000","0.0014",297955,"0.0014"
"www.tnrliberia.net","LR","US",18142,"5.0000","0.0001",18074,"0.0001"
"lestimes.com","LS","ZA",266190,"8.9928","0.0022",266194,"0.0022"
"sundayexpress.co.ls","LS","ZA",101828,"8.9928","0.0009",101828,"0.0009"
"www.finitemagazine.co.ls","LS","US",100193,"8.9928","0.0008",100193,"0.0008"
"www.informativenews.co.ls","LS","US",96333,"8.9928","0.0008",96333,"0.0008"
"alnabaa.tv","LY","US",58999,"18.5460","0.0010",59174,"0.0010"
"www.brnieq.com","LY","US",20789,"18.5460","0.0004",20789,"0.0004"
"www.libya-businessnews.com","LY","US",55122,"18.5460","0.0010",55119,"0.0010"
"www.libya-today.com","LY","US",204388,"18.5460","0.0035",204354,"0.0035"
"www.libyanewstoday.com","LY","US",68893,"18.5460","0.0012",68893,"0.0012"
"www.ltv.ly","LY","LY",73841,"18.5460","0.0013",73841,"0.0013"
"www.qurynanew.com","LY","US",62960,"18.5460","0.0011",20245,"0.0003"
"www.tripolipost.com","LY","US",5136,"18.5460","0.0001",1107,"0.0000"
"albayane.press.ma","MA","MA",126524,"4.6455","0.0005",126524,"0.0005"
"bayanealyaoume.press.ma","MA","MA",379757,"4.6455","0.0016",540510,"0.0023"
"lnt.ma","MA","FR",47711,"4.6455","0.0002",50832,"0.0002"
"lobservateurdumaroc.info","MA","US",140869,"4.6455","0.0006",140869,"0.0006"
"marocpress.ma","MA","US",143775,"4.6455","0.0006",144145,"0.0006"
"moroccantimes.com","MA","US",16181,"4.6455","0.0001",27096,"0.0001"
"moroccomedia.com","MA","US",74403,"4.6455","0.0003",74403,"0.0003"
"news.google.com","MA","US",596419,"4.6455","0.0026",1121778,"0.0049"
"newsly.ma","MA","FR",38216,"4.6455","0.0002",38216,"0.0002"
"telquel.ma","MA","US",242605,"4.6455","0.0010",148574,"0.0006"
"www.ahdath.info","MA","US",92473,"4.6455","0.0004",198074,"0.0009"
"www.al-jarida.net","MA","US",38674,"4.6455","0.0002",38674,"0.0002"
"www.alalam.ma","MA","FR",160895,"4.6455","0.0007",160895,"0.0007"
"www.almaghribia.ma","MA","US",46822,"4.6455","0.0002",46821,"0.0002"
"www.asdae.com","MA","DE",14009,"4.6455","0.0001",14009,"0.0001"
"www.assabah.press.ma","MA","US",136073,"4.6455","0.0006",136682,"0.0006"
"www.aujourdhui.ma","MA","US",185789,"4.6455","0.0008",186352,"0.0008"
"www.courriercasablanca.com","MA","CA",164748,"4.6455","0.0007",164748,"0.0007"
"www.eljadida.com","MA","FR",53383,"4.6455","0.0002",53383,"0.0002"
"www.jadidpresse.com","MA","US",5006,"4.6455","0.0000",5006,"0.0000"
"www.journaldusport.ma","MA","US",161210,"4.6455","0.0007",161207,"0.0007"
"www.lagachettedumaroc.com","MA","FR",9203,"4.6455","0.0000",9210,"0.0000"
"www.lavieeco.com","MA","US",58984,"4.6455","0.0003",168277,"0.0007"
"www.leconomiste.com","MA","US",101958,"4.6455","0.0004",101958,"0.0004"
"www.lematin.ma","MA","US",87504,"4.6455","0.0004",72600,"0.0003"
"www.lereporter.ma","MA","FR",147441,"4.6455","0.0006",148660,"0.0006"
"www.leseco.ma","MA","MA",298844,"4.6455","0.0013",298844,"0.0013"
"www.libe.ma","MA","FR",25035,"4.6455","0.0001",97360,"0.0004"
"www.mapnews.ma","MA","MA",98666,"4.6455","0.0004",98666,"0.0004"
"www.maroc-hebdo.press.ma","MA","US",128534,"4.6455","0.0006",128534,"0.0006"
"www.marocpress.com","MA","US",126816,"4.6455","0.0005",126816,"0.0005"
"www.medi1.com","MA","FR",623862,"4.6455","0.0027",623862,"0.0027"
"www.menara.ma","MA","MA",119384,"4.6455","0.0005",119384,"0.0005"
"www.moroccobusinessnews.com","MA","MA",1486,"4.6455","0.0000",1486,"0.0000"
"www.moroccomirror.com","MA","US",63530,"4.6455","0.0003",20673,"0.0001"
"www.moroccoworldnews.com","MA","US",613606,"4.6455","0.0027",613606,"0.0027"
"www.oujdacity.net","MA","FR",156154,"4.6455","0.0007",156138,"0.0007"
"ledaily.mg","MG","US",101837,"7.4616","0.0007",101837,"0.0007"
"www.lagazette-dgi.com","MG","MG",42192,"7.4616","0.0003",42192,"0.0003"
"www.lanation.mg","MG","US",31941,"7.4616","0.0002",31941,"0.0002"
"www.laverite.mg","MG","FR",126755,"7.4616","0.0009",126755,"0.0009"
"www.lexpressmada.com","MG","FR",78867,"7.4616","0.0005",78867,"0.0005"
"www.mada.pro","MG","FR",57005,"7.4616","0.0004",57005,"0.0004"
"www.madagascar-tribune.com","MG","FR",76642,"7.4616","0.0005",76642,"0.0005"
"www.madagate.com","MG","US",43178,"7.4616","0.0003",43178,"0.0003"
"www.madonline.com","MG","FR",63723,"7.4616","0.0004",63723,"0.0004"
"www.midi-madagasikara.mg","MG","FR",77898,"7.4616","0.0005",77898,"0.0005"
"www.moov.mg","MG","US",67233,"7.4616","0.0005",67337,"0.0005"
"www.newsmada.com","MG","US",99442,"7.4616","0.0007",99442,"0.0007"
"www.tvmada.com","MG","EU",79862,"7.4616","0.0006",79861,"0.0006"
"lecombat.info","ML","US",56241,"13.4677","0.0007",56241,"0.0007"
"maliactu.net","ML","US",130003,"13.4677","0.0016",130000,"0.0016"
"www.abamako.com","ML","US",67190,"13.4677","0.0008",67190,"0.0008"
"www.essor.ml","ML","DE",356764,"13.4677","0.0045",356747,"0.0045"
"www.jamana.org","ML","ML",28200,"13.4677","0.0004",28200,"0.0004"
"www.malijet.com","ML","FR",389427,"13.4677","0.0049",389427,"0.0049"
"www.maliweb.net","ML","US",605109,"13.4677","0.0076",605109,"0.0076"
"www.ortm-mali.tv","ML","US",18096,"13.4677","0.0002",18028,"0.0002"
"fr.alakhbar.info","MR","DE",31321,"19.8742","0.0006",31321,"0.0006"
"www.alakhbar.info","MR","DE",84119,"19.8742","0.0016",84119,"0.0016"
"www.ami.mr","MR","MR",50240,"19.8742","0.0009",50240,"0.0009"
"www.lauthentic.info","MR","US",62788,"19.8742","0.0012",62788,"0.0012"
"www.lecalame.info","MR","US",19630,"19.8742","0.0004",19630,"0.0004"
"leboncoin.nu","MU","GB",90502,"7.3878","0.0006",90502,"0.0006"
"mauritiustimes.com","MU","US",77015,"7.3878","0.0005",77015,"0.0005"
"mbc.intnet.mu","MU","MU",110276,"7.3878","0.0008",110276,"0.0008"
"www.5plus.mu","MU","IE",91725,"7.3878","0.0006",91725,"0.0006"
"www.defimedia.info","MU","FR",379902,"7.3878","0.0026",379902,"0.0026"
"www.lemauricien.com","MU","US",349924,"7.3878","0.0024",349924,"0.0024"
"www.lexpress.mu","MU","IE",281146,"7.3878","0.0019",281146,"0.0019"
"www.r1.mu","MU","US",80698,"7.3878","0.0006",80698,"0.0006"
"www.starpress.info","MU","US",85499,"7.3878","0.0006",85499,"0.0006"
"malawi24.com","MW","US",33181,"5.7778","0.0002",60514,"0.0003"
"malawiana.net","MW","US",176625,"5.7778","0.0010",175655,"0.0009"
"malawilive.com","MW","US",23753,"5.7778","0.0001",23265,"0.0001"
"news.maraviexpress.com","MW","GB",154743,"5.7778","0.0008",154743,"0.0008"
"timesmediamw.com","MW","US",192809,"5.7778","0.0010",192809,"0.0010"
"www.amalawi.info","MW","DE",34476,"5.7778","0.0002",79929,"0.0004"
"www.faceofmalawi.com","MW","US",62509,"5.7778","0.0003",142238,"0.0008"
"www.malawianwatchdog.com","MW","US",258809,"5.7778","0.0014",258809,"0.0014"
"www.malawivoice.com","MW","US",118890,"5.7778","0.0006",118890,"0.0006"
"www.manaonline.gov.mw","MW","MW",95804,"5.7778","0.0005",95804,"0.0005"
"www.mbc.mw","MW","US",97677,"5.7778","0.0005",97009,"0.0005"
"www.mw","MW","SE",73619,"5.7778","0.0004",73619,"0.0004"
"www.mwnation.com","MW","US",90356,"5.7778","0.0005",90356,"0.0005"
"www.nyasatimes.com","MW","US",191569,"5.7778","0.0010",142226,"0.0008"
"www.orakonews.com","MW","US",36221,"5.7778","0.0002",185925,"0.0010"
"www.zodiakmalawi.com","MW","US",86553,"5.7778","0.0005",86553,"0.0005"
"www.jornalnoticias.co.mz","MZ","MZ",89475,"3.4043","0.0003",89475,"0.0003"
"www.mmo.co.mz","MZ","US",146486,"3.4043","0.0005",146486,"0.0005"
"www.rm.co.mz","MZ","MZ",83762,"3.4043","0.0003",83762,"0.0003"
"www.sapo.mz","MZ","PT",110650,"3.4043","0.0004",110650,"0.0004"
"www.stop.co.mz","MZ","BG",440774,"3.4043","0.0014",440774,"0.0014"
"www.tvm.co.mz","MZ","MZ",103655,"3.4043","0.0003",103659,"0.0003"
"news.google.com","NA","US",593760,"6.7606","0.0037",1123564,"0.0071"
"observer24.com.na","NA","DE",86592,"6.7606","0.0005",86592,"0.0005"
"southernafrican.news","NA","DE",129805,"6.7606","0.0008",128145,"0.0008"
"www.az.com.na","NA","US",69194,"6.7606","0.0004",69194,"0.0004"
"www.confidente.com.na","NA","US",157579,"6.7606","0.0010",157435,"0.0010"
"www.economist.com.na","NA","US",587953,"6.7606","0.0037",588965,"0.0037"
"www.informante.web.na","NA","US",313101,"6.7606","0.0020",313101,"0.0020"
"www.namibian.com.na","NA","ZA",108503,"6.7606","0.0007",108503,"0.0007"
"www.namibtimes.net","NA","NA",42697,"6.7606","0.0003",42697,"0.0003"
"www.nampa.org","NA","NA",28299,"6.7606","0.0002",28311,"0.0002"
"www.nbc.na","NA","US",49981,"6.7606","0.0003",49981,"0.0003"
"www.newera.com.na","NA","DE",304647,"6.7606","0.0019",304647,"0.0019"
"www.republikein.com.na","NA","US",74114,"6.7606","0.0005",68310,"0.0004"
"www.thevillager.com.na","NA","US",29774,"6.7606","0.0002",29774,"0.0002"
"news.aniamey.com","NE","US",95470,"26.0379","0.0023",95470,"0.0023"
"nigerdiaspora.net","NE","US",224009,"26.0379","0.0054",224009,"0.0054"
"www.tamtaminfo.com","NE","US",233880,"26.0379","0.0057",233872,"0.0057"
"247ureports.com","NG","US",78442,"3.7387","0.0003",78442,"0.0003"
"abujavoice.com","NG","US",23785,"3.7387","0.0001",23143,"0.0001"
"africansearchlight.com","NG","US",20978,"3.7387","0.0001",20978,"0.0001"
"bizwatchnigeria.ng","NG","US",263838,"3.7387","0.0009",263838,"0.0009"
"blanknewsonline.wordpress.com","NG","US",164030,"3.7387","0.0006",166978,"0.0006"
"businessdayonline.com","NG","US",81733,"3.7387","0.0003",146812,"0.0005"
"businessnews.com.ng","NG","US",44844,"3.7387","0.0002",44844,"0.0002"
"businessworldng.com","NG","VG",11658,"3.7387","0.0000",20116,"0.0001"
"buzznigeria.com","NG","US",122459,"3.7387","0.0004",123609,"0.0004"
"city1051fm.com","NG","US",71350,"3.7387","0.0002",71350,"0.0002"
"completesportsnigeria.com","NG","US",134408,"3.7387","0.0005",134408,"0.0005"
"crossriverwatch.com","NG","US",114787,"3.7387","0.0004",114787,"0.0004"
"dailypost.ng","NG","US",137249,"3.7387","0.0005",138110,"0.0005"
"dailyreviewonline.com.ng","NG","DE",8924,"3.7387","0.0000",9394,"0.0000"
"dailystar.com.ng","NG","US",76281,"3.7387","0.0003",77054,"0.0003"
"eaglereporters.com","NG","US",63639,"3.7387","0.0002",20786,"0.0001"
"flashpointnews.wordpress.com","NG","US",420706,"3.7387","0.0015",448559,"0.0016"
"gistyinka.net","NG","US",18067,"3.7387","0.0001",17999,"0.0001"
"globalvillageextra.com","NG","US",195981,"3.7387","0.0007",195981,"0.0007"
"gloryfm.com","NG","VG",16255,"3.7387","0.0001",26990,"0.0001"
"goldenpennewspaper.blogspot.com","NG","US",39931,"3.7387","0.0001",137074,"0.0005"
"ireports-ng.com","NG","LT",202882,"3.7387","0.0007",202882,"0.0007"
"itvradionigeria.com","NG","US",185038,"3.7387","0.0006",185038,"0.0006"
"leadership.ng","NG","US",234466,"3.7387","0.0008",234466,"0.0008"
"lindaikeji.blogspot.com","NG","US",91324,"3.7387","0.0003",171019,"0.0006"
"naijabizcom.com","NG","US",58683,"3.7387","0.0002",58683,"0.0002"
"nationalmirroronline.net","NG","US",58417,"3.7387","0.0002",68071,"0.0002"
"newmail-ng.com","NG","US",267409,"3.7387","0.0009",267409,"0.0009"
"news.bestnaira.com","NG","US",20327,"3.7387","0.0001",20623,"0.0001"
"news.google.com","NG","US",595311,"3.7387","0.0021",1124045,"0.0039"
"newsdiaryonline.com","NG","US",289548,"3.7387","0.0010",289548,"0.0010"
"newsinvestigatorsng.com","NG","CA",88093,"3.7387","0.0003",88093,"0.0003"
"ngex.com","NG","US",85980,"3.7387","0.0003",85829,"0.0003"
"nigeriaindependent.com","NG","US",27401,"3.7387","0.0001",27401,"0.0001"
"nigerianbeacon.com","NG","US",205008,"3.7387","0.0007",203381,"0.0007"
"nigerianinquirer.com","NG","DE",10595,"3.7387","0.0000",11020,"0.0000"
"nigeriantimes.ng","NG","US",155596,"3.7387","0.0005",207051,"0.0007"
"nigeriapoliticsonline.com","NG","US",203044,"3.7387","0.0007",203216,"0.0007"
"nigeriastandardnewspaper.com","NG","US",586129,"3.7387","0.0020",586128,"0.0020"
"ogavendor.com","NG","DE",80132,"3.7387","0.0003",100955,"0.0004"
"plentynews.com","NG","AU",1442,"3.7387","0.0000",1442,"0.0000"
"pointblanknews.com","NG","US",104899,"3.7387","0.0004",104899,"0.0004"
"pulse.ng","NG","DE",107860,"3.7387","0.0004",146404,"0.0005"
"realnewsmagazine.net","NG","US",110083,"3.7387","0.0004",110083,"0.0004"
"reporters365.com","NG","US",257995,"3.7387","0.0009",257995,"0.0009"
"royaltimes.net","NG","US",78487,"3.7387","0.0003",77960,"0.0003"
"saharareporters.com","NG","US",175135,"3.7387","0.0006",159861,"0.0006"
"scannewsnigeria.com","NG","US",89664,"3.7387","0.0003",89664,"0.0003"
"silverbirdtv.com","NG","NL",148366,"3.7387","0.0005",148390,"0.0005"
"sunnewsonline.com","NG","US",134223,"3.7387","0.0005",134223,"0.0005"
"theabujatimes.com","NG","US",195681,"3.7387","0.0007",195463,"0.0007"
"theadvocatengr.com","NG","US",82392,"3.7387","0.0003",82392,"0.0003"
"thecitizenng.com","NG","US",181787,"3.7387","0.0006",181796,"0.0006"
"theeagleonline.com.ng","NG","US",177170,"3.7387","0.0006",177170,"0.0006"
"theneighbourhoodonline.com","NG","GB",283426,"3.7387","0.0010",283471,"0.0010"
"thenews-chronicle.com","NG","US",87989,"3.7387","0.0003",87977,"0.0003"
"thepointernewsonline.com","NG","US",150719,"3.7387","0.0005",150721,"0.0005"
"therainbow.com.ng","NG","ZA",32342,"3.7387","0.0001",32342,"0.0001"
"thesummary.com.ng","NG","US",46455,"3.7387","0.0002",47264,"0.0002"
"thewillnigeria.com","NG","CA",154503,"3.7387","0.0005",154503,"0.0005"
"urhobotoday.com","NG","US",124556,"3.7387","0.0004",124556,"0.0004"
"www.afbis.com","NG","US",81793,"3.7387","0.0003",81793,"0.0003"
"www.africanexaminer.com","NG","CA",191016,"3.7387","0.0007",191136,"0.0007"
"www.africanheraldexpress.com","NG","US",39730,"3.7387","0.0001",39730,"0.0001"
"www.akwaibomnewsonline.com","NG","US",40448,"3.7387","0.0001",29805,"0.0001"
"www.allnigeriasoccer.com","NG","US",19272,"3.7387","0.0001",18901,"0.0001"
"www.almizan.info","NG","US",33264,"3.7387","0.0001",33264,"0.0001"
"www.aproko247.com","NG","US",92895,"3.7387","0.0003",92895,"0.0003"
"www.arewaonline-ng.com","NG","US",155921,"3.7387","0.0005",155921,"0.0005"
"www.bellanaija.com","NG","FR",363883,"3.7387","0.0013",221411,"0.0008"
"www.bignigeria.com","NG","US",177941,"3.7387","0.0006",177941,"0.0006"
"www.channelstv.com","NG","US",150569,"3.7387","0.0005",131057,"0.0005"
"www.cknnigeria.com","NG","US",169734,"3.7387","0.0006",169735,"0.0006"
"www.dailytrust.com.ng","NG","IN",168859,"3.7387","0.0006",168859,"0.0006"
"www.e-nigeriang.com","NG","US",144997,"3.7387","0.0005",144997,"0.0005"
"www.editorialnigeria.com","NG","US",5382,"3.7387","0.0000",5382,"0.0000"
"www.edoworld.net","NG","US",151719,"3.7387","0.0005",151719,"0.0005"
"www.elombah.com","NG","US",213894,"3.7387","0.0007",213894,"0.0007"
"www.factualreporters.com","NG","US",82499,"3.7387","0.0003",82499,"0.0003"
"www.frcnssz.com","NG","",8371,"3.7387","0.0000",8371,"0.0000"
"www.freedomradionig.com","NG","BG",55651,"3.7387","0.0002",55651,"0.0002"
"www.freshangleng.com","NG","US",52429,"3.7387","0.0002",52429,"0.0002"
"www.freshfactsonlinenews.net","NG","US",9107,"3.7387","0.0000",9680,"0.0000"
"www.frontiersnews.com","NG","US",188677,"3.7387","0.0007",188956,"0.0007"
"www.galaxytvonline.com","NG","US",39038,"3.7387","0.0001",39278,"0.0001"
"www.gossipnigeria.com","NG","US",54201,"3.7387","0.0002",146545,"0.0005"
"www.hallmarknews.com","NG","DE",61854,"3.7387","0.0002",61854,"0.0002"
"www.huhuonline.com","NG","BG",220934,"3.7387","0.0008",220934,"0.0008"
"www.ilorin.info","NG","US",27372,"3.7387","0.0001",27345,"0.0001"
"www.imostateblog.com","NG","US",66038,"3.7387","0.0002",66038,"0.0002"
"www.imotrumpeta.com","NG","US",51748,"3.7387","0.0002",51748,"0.0002"
"www.indepthnigeria.com","NG","US",9030,"3.7387","0.0000",9609,"0.0000"
"www.infonigeria.net","NG","VG",16343,"3.7387","0.0001",27517,"0.0001"
"www.informationng.com","NG","US",107312,"3.7387","0.0004",109888,"0.0004"
"www.ionigeria.com","NG","US",109703,"3.7387","0.0004",109703,"0.0004"
"www.iq4news.com","NG","US",215941,"3.7387","0.0008",215939,"0.0008"
"www.kwaranews.com","NG","US",41006,"3.7387","0.0001",89146,"0.0003"
"www.latestnigeriannews.com","NG","US",126114,"3.7387","0.0004",243403,"0.0008"
"www.medianigeria.com","NG","US",44965,"3.7387","0.0002",44965,"0.0002"
"www.mydailynewswatchng.com","NG","US",168408,"3.7387","0.0006",168408,"0.0006"
"www.naij.com","NG","US",117578,"3.7387","0.0004",115564,"0.0004"
"www.naijaleaks.org","NG","AU",63043,"3.7387","0.0002",69922,"0.0002"
"www.nairaland.com","NG","US",23936,"3.7387","0.0001",24472,"0.0001"
"www.nan.ng","NG","US",315284,"3.7387","0.0011",315231,"0.0011"
"www.nationalaccordnewspaper.com","NG","BG",610316,"3.7387","0.0021",610316,"0.0021"
"www.nationaldailyng.com","NG","US",412511,"3.7387","0.0014",412993,"0.0014"
